review_token,Payment
"[206, 4, 25, 100, 9, 1, 10, 200, 25, 12, 100, 89, 25, 734, 113, 25, 63, 1013, 93, 369, 117, 53, 20]",0
"[2, 8, 14, 9, 32, 72, 184, 11, 84, 5, 288, 51, 26, 23, 11, 51, 204, 12, 34, 52, 38, 32, 72, 5, 288, 149, 184, 11, 662]",0
"[159, 2, 29, 48, 142, 115, 122, 355, 184, 11, 8, 37, 5, 316, 62, 211, 17, 3, 286, 327, 77, 102, 52, 98, 63, 122, 1, 83, 141, 22, 13, 94, 26, 103, 196, 183, 1, 255, 115, 122, 67, 77, 2, 13, 122, 326, 71, 1247, 21, 43, 1017]",0
"[284, 8, 174, 215, 11, 8, 33, 67, 86, 30, 6, 5, 11, 18, 96, 12, 128, 692, 140, 89, 1594, 216, 49, 61, 3, 5, 77, 18, 8]",0
"[132, 23, 614, 291, 135, 10, 115, 2, 24, 7, 77, 231, 24, 13, 89, 185, 65, 42, 658, 6, 57, 9, 29, 27, 142, 115, 5, 42, 37, 38, 34, 231, 1015, 1, 57, 21, 37, 39, 11, 21, 417, 57, 116, 372]",0
"[142, 31, 18, 268, 267, 140, 291, 9, 18, 1, 298, 113, 91, 128, 13]",0
"[768, 441, 174, 69, 53, 2, 8, 60, 165, 4, 50, 30, 6, 59, 18, 88, 8, 9, 1, 1, 3, 5, 297, 2, 355, 119, 95, 197, 2, 355, 28, 6, 95, 1336, 65, 641, 8, 1, 10, 331]",0
"[29, 5, 2, 24, 1, 10, 516, 221, 8, 229, 330, 94, 134, 41, 15, 20, 173, 26, 7, 240, 58, 137, 39, 16, 69, 3, 4, 155]",0
"[2, 250, 6, 11, 708, 112, 166, 410, 11, 11, 61, 199, 262, 2, 37, 1, 3, 34, 2, 233]",0
"[2, 1975, 6, 5, 102, 138, 265, 402, 414, 9, 49, 47, 1, 3, 5, 77, 595, 5, 605, 6, 16]",0
"[114, 17, 23, 31, 18, 57, 34, 335, 272, 138, 78, 30, 138, 134, 316, 34, 341, 336, 37, 63, 300, 281, 39, 130, 480, 98]",0
"[284, 33, 87, 31, 18, 287, 88, 52, 6, 102, 9, 1, 3, 34, 43, 4, 351, 264, 215, 28, 284, 87, 17]",0
"[32, 5, 44, 57, 128, 1, 3, 101, 106, 2, 1, 3, 101, 176, 34, 341, 1, 3, 34, 422, 185, 1, 3, 34, 1396, 1, 3, 235, 28, 2, 13, 1976]",0
"[7, 6, 16, 9, 89, 128, 12, 265, 7, 1, 3, 4, 79, 29]",0
"[11, 110, 141, 37, 63, 1, 3, 16, 60, 1, 3, 199, 11, 2, 250, 6, 226, 110, 114]",0
"[16, 43, 3, 4, 50, 82, 6, 11, 37, 1, 59, 6, 11, 290, 10, 503, 8, 47, 227, 47, 6, 78, 262, 175, 1, 3, 4, 6, 1, 255, 5, 59, 606, 6, 244, 1, 573, 156, 53, 21, 19, 892, 156, 1, 1978]",0
"[6, 11, 16, 9, 92, 1, 3, 4]",0
"[1, 678, 21, 56, 2, 13, 151, 241, 1, 3, 138, 1, 134, 30, 134, 17, 71, 37, 151, 52, 47, 1, 134, 30, 52, 71, 6, 134]",0
"[31, 18, 57, 219, 31, 40, 38, 57, 633, 38, 1, 3, 34, 5, 567, 42, 525, 195, 10, 18, 94, 67, 13, 97, 20, 31, 18, 89, 185, 729, 5, 567, 42]",0
"[54, 79, 50, 1596, 946, 413, 400, 413, 35, 1, 97, 280, 336, 5, 42, 87, 216, 459, 15, 8, 217, 295, 16, 192, 32, 72, 44, 366, 457, 253, 50, 165, 337, 54, 210, 1250, 784, 4, 5, 955, 42]",0
"[145, 184, 11, 1, 3, 10, 440, 30, 23, 11, 228, 216, 114, 17, 1, 103, 61, 242, 164, 1469, 11, 151, 671, 92, 20, 49, 1, 59, 94, 18, 256, 31, 47, 38, 1, 3, 10, 34, 338]",0
"[5, 115, 1, 3, 4, 4, 50, 69, 182, 131, 1016, 474, 163, 1185, 217, 41, 11, 39, 110, 994, 496, 193, 1607, 38, 39, 204, 62]",0
"[2, 180, 7, 6, 176, 356, 18, 96, 9, 1, 3, 90, 18, 557, 5, 146, 176, 62, 30, 6, 176, 19, 6, 11, 530]",0
"[85, 13, 7, 6, 18, 96, 1534, 9, 40, 7, 64, 25, 40, 1, 3, 28, 7, 161, 21, 6, 16, 116, 83, 8, 278, 7, 1, 3, 64, 30, 7, 6, 286, 327, 96]",0
"[116, 173, 61, 323, 481, 23, 16, 2, 13, 624, 65, 102, 210, 356, 89, 138, 281, 693, 7, 34, 402, 414, 19, 234, 23, 257, 11, 80, 30, 749, 5, 64, 668, 62, 481, 61, 77, 81, 36, 1, 243, 5, 85, 431, 26, 378, 24, 23, 503, 296, 7, 269, 7, 373, 360]",0
"[41, 121, 13, 450, 89, 2, 24, 134, 44, 7, 416, 41, 801, 8, 295, 498, 474, 89, 2, 24, 13, 293, 5, 377, 135, 326, 27, 7, 463, 750, 19, 47, 463, 77, 2, 24, 442, 135, 41, 1257, 1257, 135, 424, 295, 498, 474, 8]",0
"[7, 6, 199, 11, 18, 4, 303, 265, 52, 361, 19, 52, 6, 102, 9, 18, 557, 61, 59, 33, 74]",0
"[95, 6, 11, 96, 9, 1, 59, 18, 2, 277]",0
"[2, 12, 33, 14, 425, 11, 1301, 160, 424, 91, 933, 26, 71, 70, 10, 430, 71, 14, 21]",0
"[84, 5, 53, 54, 66, 50, 23, 34, 18, 16, 47, 1, 10, 12, 100, 5, 136, 7, 320, 144, 53, 3, 4, 66, 50, 181, 37, 1, 3, 39, 11]",0
"[6, 31, 18, 96, 140, 151, 402, 414, 11, 6, 199, 9, 4, 287, 88, 1, 3, 813]",0
"[7, 6, 11, 265, 335, 19, 360, 219, 9, 5, 2, 35, 49, 207, 11, 18, 61, 59, 63, 58, 62, 27, 113, 13, 5, 44]",0
"[14, 1955, 41, 75, 283, 1, 3, 5, 4, 39, 16, 62, 9, 41, 75, 130, 160, 3, 260, 21]",0
"[1986, 244, 17, 184, 11, 5, 288, 7, 107, 140, 16, 574, 365, 184, 11, 288, 114, 43, 16, 21]",0
"[7, 320, 166, 16, 91, 52, 963, 245, 93, 902, 334, 71, 226, 623, 71, 226, 41, 16, 149]",0
"[63, 40, 41, 11, 18, 114, 86, 6, 161, 80, 101, 422, 526, 1131, 1, 23, 30, 62, 456, 17, 34, 633, 1076, 119, 11]",0
"[470, 24, 7, 31, 222, 16, 305, 9, 29, 1, 3, 77, 29, 1, 298, 284, 41, 101, 222, 74, 17, 116, 41, 841]",0
"[210, 826, 16, 85, 30, 7, 6, 31, 16, 82, 362, 13, 63, 362, 37, 6, 16, 21]",0
"[2, 13, 33, 74, 69, 362, 1253, 1988, 18, 144, 713, 674, 148, 13, 18, 119, 175, 19, 146, 176, 21, 19, 35, 219, 53, 508, 175]",0
"[7, 31, 18, 268, 633, 9, 1, 3, 4, 5, 42, 30, 200, 231, 28, 7, 31, 21, 18, 96, 485, 417, 3, 4, 267, 5, 42, 60, 6, 31, 18, 96, 268, 633, 9, 92, 1, 3, 397, 267, 5, 42, 639, 74, 7, 32, 72]",0
"[2, 54, 79, 12, 174, 718, 589, 1, 3, 876, 360, 1, 10, 23, 4, 50, 20, 198, 39, 31, 18, 21, 459, 1154, 183, 54, 5]",0
"[220, 31, 18, 456, 60, 75, 346, 644, 38, 7, 1, 298, 52, 41, 221, 18, 9, 142, 23, 31, 21, 273, 216, 459, 215, 235, 215, 235]",0
"[250, 6, 31, 52, 9, 1, 3, 16]",0
"[26, 10, 58, 898, 261, 36, 2, 1, 83, 80, 6, 5, 31, 18, 9, 1, 3, 5, 77, 61, 5, 11, 28, 9, 6, 5, 11, 281, 6, 16, 9, 1, 3, 4, 1, 83, 80, 190]",0
"[288, 353, 11, 122, 141, 19, 114, 1400, 7, 16, 91, 2, 13, 6, 67, 9, 63, 10, 288, 110, 114, 184]",0
"[2, 12, 33, 74, 7, 6, 1610, 18, 140, 61, 59, 113, 63, 52, 6, 102, 28, 6, 542, 47, 1, 10, 342]",0
"[26, 23, 97, 161, 31, 57, 76, 5, 905, 361, 57, 128, 452, 73, 73, 61, 21, 10, 847, 38, 135, 211, 3, 4, 155, 391, 254]",1
"[27, 459, 291, 144, 16, 28, 7, 197, 144, 94, 53, 21, 1, 3, 57, 1531, 164, 571, 148]",0
"[73, 23, 11, 20, 141, 17, 11, 34, 52, 20, 433, 1, 3, 110, 436, 228, 226, 9, 37, 273, 148, 20, 216, 146, 1401]",0
"[6, 11, 18, 267, 1, 3, 4, 331, 8, 118]",0
"[132, 40, 184, 11, 77, 52, 1, 10, 21, 30, 184, 11, 77, 52, 94, 3, 226, 32, 132, 184, 11, 77, 52, 5, 893, 21]",0
"[7, 53, 24, 60, 89, 361, 166, 430, 41, 4, 12, 96, 82, 23, 5, 610, 40, 1, 3, 19, 37, 92, 146, 11, 5, 6, 10, 725, 6, 5, 718, 181, 113, 24, 37, 1, 83, 1, 3, 160, 212, 218, 76, 159, 2, 1993, 13, 803, 185, 20, 843, 23, 373, 1611, 1, 3, 48]",0
"[7, 6, 11, 9, 18, 1, 59, 6, 373, 374, 9, 1, 10, 540, 1019, 1952, 6, 80, 7, 495, 6, 11, 9, 1, 59, 18, 30, 7, 23, 4, 310, 324, 124]",0
"[804, 87, 22, 111, 6, 11, 192, 192, 43, 730, 390, 56, 1995, 394, 38, 26, 4, 75, 1613, 22, 105, 242, 242, 10, 272, 173, 21, 111, 334, 366, 44, 38, 1, 133]",0
"[454, 13, 155, 56, 24, 7, 46, 4, 528, 280, 528, 4, 435, 19, 3, 79, 955, 42, 561, 100, 693, 42, 5, 344, 21, 355, 2, 129, 17, 48, 41, 210, 232]",1
"[184, 11, 288, 7, 1, 243, 85, 210, 11, 7, 320, 185, 7, 12, 45, 242, 7, 218, 2, 148, 23, 53, 21, 1, 3]",0
"[2, 147, 391, 28, 628, 25, 259, 1, 172, 103, 541, 183, 498, 140, 11, 388, 9, 25, 254, 147, 212, 1, 391, 793, 1241, 1, 1614, 897, 388, 119]",0
"[70, 690, 169, 131, 6, 16, 223, 40, 10, 16, 21, 38, 16, 314, 16, 38, 1, 1808]",0
"[132, 7, 6, 342, 11, 41, 96, 140, 9, 29, 2, 49, 207, 30, 6, 10, 725, 151, 704, 699, 11, 219]",0
"[172, 2, 13, 46, 17, 60, 22, 430, 359, 12, 3, 170, 65, 348, 25, 25, 983, 19, 980, 3, 71, 22, 21]",1
"[58, 20, 471, 906, 314, 199, 11, 13, 2, 46, 102, 80, 314, 137, 371, 18, 140, 80, 137, 11, 235, 82, 137, 161, 11, 21, 149, 11, 37, 52, 241, 258, 5, 102, 80, 138, 52, 258, 102]",0
"[2, 1, 77, 30, 6, 11, 16, 9, 92, 1, 3, 4, 206, 61, 1896, 321, 30, 6, 128, 12, 265, 11]",0
"[6, 16, 9, 1, 3, 64, 50]",0
"[304, 29, 982, 75, 812, 73, 94, 94, 20, 55, 39, 11, 27, 142, 115, 279, 80, 288, 8, 55, 55, 39, 11, 26, 6, 288, 103, 62, 21, 69, 261, 723, 58]",0
"[7, 69, 53, 2, 13, 7, 6, 508, 18, 88, 794, 12, 128, 220, 3, 10, 90, 9, 29, 82, 23, 64, 79, 50, 18, 94, 175, 162, 52, 175, 148, 20, 19, 39, 31, 18, 88, 96, 12, 71, 124, 7, 1222, 508, 18, 88, 96, 128, 37, 1, 948, 7, 400, 5, 180, 32, 240, 83, 19, 26, 3, 224, 52, 220, 12, 43, 31, 18, 88, 794, 12, 1, 3, 5, 34]",0
"[13, 29, 76, 132, 6, 5, 11, 37, 5, 146, 11, 21, 28, 37, 45, 262, 76, 1, 10, 239, 8, 289, 28, 23, 382, 1, 3, 32, 27, 132, 110, 74, 17, 580]",0
"[16, 18, 96, 206, 847, 1001, 41, 360, 441, 34, 241, 82, 6, 11, 92, 20, 1, 78, 295, 899, 173, 58, 27]",0
"[21, 793, 27, 400, 78, 419, 112, 57, 617, 25, 229, 216, 38, 261, 240, 200, 58, 20, 19, 197, 21]",0
"[14, 3, 4, 100, 1, 103, 2, 394, 1997, 839, 12, 73, 3, 4, 282, 71, 39, 11, 27, 629, 48, 26, 2, 13, 22, 15, 468, 47, 4, 100]",1
"[13, 85, 6, 16, 18, 268, 267, 223, 40, 140, 96, 154, 49, 10, 855, 27, 43, 356, 257, 26, 16, 18, 68, 180, 154, 76]",0
"[113, 11, 80, 43, 16, 5, 876, 2, 533, 6, 101, 9, 5, 2, 24, 1, 10, 667]",0
"[32, 72, 7, 6, 11, 16, 88, 89, 231, 241, 138, 47, 6, 371, 7, 10, 503, 360, 8, 9, 49, 61, 3, 43, 228, 88, 1186, 129, 1, 3, 547, 378, 35, 1, 3, 85, 48, 32, 98]",0
"[7, 273, 121, 165, 31, 18, 4, 204, 18, 1, 123, 62, 10, 18, 391, 833, 360, 47, 71, 226, 62]",0
"[7, 171, 53, 2, 8, 193, 4, 25, 181, 234, 39, 31, 25, 21, 74, 71, 44, 4, 5, 202, 349, 51, 564, 53, 2, 13, 322, 481, 84, 23, 180, 27]",0
"[63, 93, 790, 11, 1, 103, 62, 21, 197, 76, 358, 73, 165, 4, 127, 63, 38, 1993, 546, 803, 217]",0
"[313, 688, 18, 112, 221, 19, 855, 65, 526, 670, 373, 296, 151, 2, 1, 10, 504, 299, 221, 18, 212, 1, 10, 657, 826, 16]",0
"[7, 6, 286, 327, 151, 241, 19, 6, 219, 9, 18, 1, 3, 5, 34, 7, 90, 204, 18, 47, 1, 10, 204, 1485, 29, 27, 132]",0
"[141, 110, 18, 16, 20, 1, 3, 3, 39, 34, 335, 245, 1405, 34, 52, 3, 71, 1109, 184, 11, 1405, 288, 45, 177, 1100, 23, 11, 34, 591, 1556, 20, 235, 373, 426, 28, 521]",0
"[2, 277, 31, 18, 52, 6, 5, 102, 10, 503, 102, 5, 296, 9, 18, 1, 59, 6, 80, 80, 43, 374, 9, 1, 10, 504]",0
"[429, 233, 23, 4, 50, 76, 11, 47, 15, 28, 1, 320]",0
"[467, 13, 2, 18, 12, 128, 1, 3, 1617, 1794, 76, 85, 27, 485, 8, 156, 278, 185, 93, 8, 156, 161, 31, 18, 12, 128, 1, 3, 93, 667]",0
"[6, 176, 18, 96, 52, 47, 6, 65, 102, 9, 92, 1, 3, 34, 4, 75, 352, 85, 48, 328, 8]",0
"[52, 7, 22, 9, 29, 107, 23, 176, 1, 3, 91, 432, 52, 1, 134, 7, 547, 151, 296, 1, 10, 504, 13, 358, 43, 2, 55, 1]",0
"[63, 38, 114, 19, 141, 23, 16, 305, 52, 9, 112, 235, 274, 250, 17, 58, 200, 62, 60, 74]",0
"[215, 11, 426, 87, 86, 215, 1493, 118, 86, 33, 1, 519, 41, 16, 11]",0
"[6, 544, 18, 96, 544, 6, 219, 437, 375, 8, 49, 207, 11, 358, 23, 54, 396, 75, 38, 1, 3]",0
"[14, 17, 2, 8, 105, 24, 8, 212, 1, 11, 21, 4, 8, 14, 17, 76, 3, 4, 25, 67, 38, 1259, 82, 511]",1
"[2, 1, 278, 897, 82, 23, 4, 54, 101, 65, 314, 184, 11, 195, 18, 252, 1, 3, 27, 41, 4, 54, 510, 2, 1, 897]",0
"[184, 11, 8, 455, 299, 31, 222, 5, 241, 5, 2, 8, 37, 1, 16, 530, 175, 76, 262, 58, 62, 26, 6, 97, 5, 288, 21]",0
"[7, 11, 88, 43, 4, 310, 324, 34, 418, 12, 547, 65, 341, 11, 5, 418, 78, 606, 1, 59, 161, 43, 374, 542, 5, 1604, 1, 10, 372, 56, 86, 262, 175, 4, 1, 3, 934]",0
"[29, 39, 5, 1567, 75, 203, 91, 75, 68, 27, 5, 57, 30, 46, 4, 50, 28, 57, 75, 125, 454, 390, 498, 140, 223, 27, 91, 75, 68]",0
"[14, 33, 155, 19, 170, 1487, 122, 44, 19, 5, 630, 10, 200, 78, 681, 537, 420, 5, 66, 173, 7, 78, 58, 11, 16, 63, 71, 114]",0
"[7, 23, 31, 18, 91, 52, 9, 112, 1, 3, 30, 52, 7, 134, 6, 374, 9, 1, 10, 331, 250, 6, 244, 34, 13, 2, 122, 67, 122, 250]",0
"[116, 72, 41, 184, 11, 84, 5, 907, 151, 341, 580, 122, 65, 136, 122, 225, 145, 1, 3, 316, 11, 305, 870, 970]",0
"[6, 321, 11, 9, 1, 3, 337, 55, 188, 12, 16, 250, 89, 139, 128, 89, 321, 11, 1, 3, 64, 55, 464, 227, 217, 1, 3, 297]",0
"[29, 1, 3, 176, 16, 21, 51, 23, 176, 31, 18, 57, 34, 52, 9, 1, 3, 5, 149, 113, 80, 1, 3, 28, 1608, 264, 215, 1358, 282, 282, 1, 38, 47]",0
"[40, 1, 3, 16, 48, 501, 16, 96, 140, 154, 52, 7, 154, 9, 82, 23, 16, 37, 52, 281, 1, 134, 29, 304]",0
"[444, 72, 1619, 21, 2, 433, 11, 16, 6, 102, 9, 41, 59, 16, 70, 17, 1, 119, 59, 198, 207]",0
"[7, 6, 16, 67, 391, 9, 43, 4, 50, 92, 1, 3, 186, 272, 61, 16, 30, 6, 7, 31, 639, 74]",0
"[87, 17, 487, 93, 12, 23, 4, 39, 11, 19, 74, 17, 144, 53, 23, 4, 181, 37, 11, 69, 609, 4, 8]",0
"[2, 55, 13, 23, 4, 50, 39, 16, 88, 299, 23, 16, 114, 80, 101, 204, 16, 30, 109, 14, 1, 6, 168]",0
"[18, 16, 59, 437, 430, 1, 59, 184, 11, 341, 336, 116, 5, 215, 212, 81, 36]",0
"[2, 1512, 183, 202, 119, 336, 1, 22, 141, 6, 566, 117, 22, 15, 8, 22, 23, 4, 198, 11, 62, 183, 5, 369]",0
"[116, 1158, 41, 199, 11, 276, 165, 4, 66, 253, 50, 60, 1, 3, 265, 55, 188, 38, 455]",0
"[27, 22, 25, 12, 1, 100, 198, 432, 43, 241, 928, 928, 928, 28, 55, 71, 2, 13, 757, 2, 12, 68, 3, 4, 25, 100]",0
"[1, 784, 5, 36, 513, 2, 13, 1, 776, 1339, 421, 322, 457, 720, 766, 461, 50, 1504, 2, 13, 451, 472, 176, 463, 16, 92, 2, 13, 1, 1622, 512]",0
"[6, 11, 9, 351, 61, 16, 6, 374, 279, 80, 1, 841, 645, 13, 277, 157, 1, 711, 242, 7, 826, 19, 171]",0
"[7, 33, 74, 29, 39, 11, 276, 4, 24, 31, 117, 20, 114, 55, 21, 23, 11, 41, 4, 24, 16, 57, 96, 7, 197, 20]",0
"[71, 994, 19, 106, 3, 64, 42, 788, 4, 50, 94, 188, 26, 16, 88, 565, 176, 65, 88, 829, 155, 81, 36]",1
"[6, 16, 6, 102, 47, 52, 9, 49, 61, 3, 34, 358, 43, 4, 324, 37, 164, 1365, 1088, 124]",0
"[1153, 1159, 1060, 1236, 19, 452, 173, 13, 85, 27, 7, 6, 59, 88, 9, 29, 49, 61, 3, 7, 4, 113, 147, 263, 19, 49, 10, 725, 39, 16, 62]",0
"[29, 96, 23, 64, 42, 194, 54, 1, 3, 39, 11, 748, 96, 245, 8, 1, 103, 196, 116, 5, 44, 7, 33, 74, 23, 64, 396, 75, 20, 39, 11]",0
"[2, 174, 2, 789, 262, 109, 14, 280, 121, 247, 50, 228, 8, 14, 37, 70, 312, 312, 157, 175, 66, 8, 2, 1, 83]",0
"[304, 190, 156, 6, 31, 16, 9, 1, 3, 5, 34, 4, 50, 26, 23, 11, 44, 353, 62, 72, 500]",0
"[7, 320, 71, 89, 202, 10, 287, 2010, 19, 3, 219, 227, 181, 37, 322, 35, 25, 26, 4, 39, 31, 18]",0
"[2, 13, 33, 14, 322, 77, 69, 1977, 14, 183, 1, 255, 53, 16, 215, 11, 8, 67, 150, 103, 21, 1408, 56, 171, 156]",0
"[285, 8, 124, 17, 23, 16, 88, 20, 114, 698, 16, 9, 1, 317, 101, 65, 1053, 405, 11]",0
"[74, 7, 6, 31, 18, 96, 19, 11, 219, 305, 241, 9, 5, 2, 35, 13, 219, 31, 18, 7, 1, 10, 19, 1, 3, 4, 486, 389, 30, 6, 213, 227]",0
"[2, 70, 118, 10, 15, 1, 30, 117, 97, 34, 191, 188, 47, 70, 118, 163, 16, 192]",0
"[32, 24, 7, 6, 31, 18, 708, 140, 9, 206, 207, 11, 52, 7, 47, 6, 78, 82, 64, 1484, 61, 19, 152, 25, 49, 15, 207, 113, 420, 27]",0
"[1321, 19, 687, 41, 11, 34, 52, 29, 273, 27, 173, 60, 70, 77, 289, 31, 18, 91, 52, 33, 2014, 5, 1059]",0
"[802, 602, 24, 13, 14, 9, 10, 326, 345, 773, 900, 4, 94, 198, 10, 11, 265, 900, 165, 164, 24, 12, 5, 165, 32, 44, 71, 27]",0
"[220, 8, 998, 9, 242, 3, 16, 24, 47, 170, 269, 452, 82, 54, 79, 8, 97, 19, 1, 10, 1409, 27, 132]",1
"[7, 6, 1, 34, 2, 13, 29, 49, 102, 11, 27, 32, 85, 210, 213, 2, 417, 1, 16, 21]",0
"[33, 74, 7, 176, 18, 96, 19, 6, 102, 5, 418, 9, 18, 1, 59]",0
"[32, 2, 13, 3, 41, 77, 11, 305, 52, 21, 38, 226, 4, 314, 64, 57, 8]",0
"[7, 6, 31, 222, 16, 8, 82, 101, 222, 8, 1, 199, 9, 52, 7, 6, 371, 116, 44, 21, 2, 8, 33, 180, 33, 1, 555, 71, 44, 7, 1, 255, 53, 2, 26, 148]",0
"[38, 1, 106, 23, 4, 310, 324, 119, 59, 18, 207, 215, 21, 30, 6, 10, 11, 69, 59, 797, 41, 55, 21, 310, 6, 151, 74]",0
"[124, 16, 12, 140, 1, 3, 28, 5, 30, 52, 156, 22, 43, 7, 74, 55, 21, 7, 345, 1242, 18, 12, 5, 2016, 24, 37, 1, 83, 6, 103, 277, 13]",0
"[635, 947, 362, 2017, 7, 80, 31, 18, 96, 12, 128, 91, 295, 205, 128, 91, 295, 205, 92, 1, 3, 4, 75, 346, 150, 2, 8, 988, 7, 400, 5, 180]",0
"[33, 74, 6, 279, 80, 23, 16, 92, 20, 235, 28, 34, 870, 157, 52, 275, 27, 52, 281, 1, 134, 30, 52, 7, 6, 251]",0
"[220, 51, 36, 58, 76, 9, 142, 31, 18, 88, 794, 37, 1, 3, 4, 309, 333, 88, 85, 27, 372, 40, 180, 865]",0
"[104, 87, 17, 93, 6, 10, 15, 183, 808, 144, 117, 20, 144, 148, 6, 39, 11, 21, 135, 6, 166, 262, 89, 4, 12, 83, 171, 17, 53]",0
"[29, 48, 107, 51, 23, 31, 18, 11, 1, 219, 214, 598, 52, 10, 9, 29, 112, 275, 52, 1, 134, 116, 596, 80, 489]",0
"[2, 1, 83, 73, 23, 4, 301, 217, 39, 16, 299, 6, 23, 16, 11, 8, 45, 28, 335, 71, 805, 11, 275, 78]",0
"[13, 2, 55, 110, 896, 471, 121, 137, 23, 4, 50, 137, 729, 18, 206, 52, 281, 1, 134, 264, 52, 7, 71, 89, 12, 216]",0
"[589, 24, 96, 1, 3, 5, 77, 6, 7, 101, 34, 422, 361, 1, 10, 589, 18, 4, 75, 303, 74]",0
"[7, 6, 11, 80, 41, 57, 9, 1, 3, 64, 66, 50, 845, 332, 1082, 901, 32, 224, 227, 7, 7, 180, 1, 3, 64, 55]",0
"[13, 2, 85, 27, 7, 23, 176, 57, 11, 151, 241, 28, 296, 43, 426, 82, 7, 101, 206, 721, 40, 345, 28, 30, 206, 721, 7, 6, 150, 7, 605, 65, 231, 341, 85, 13, 132, 352]",0
"[13, 210, 101, 13, 222, 89, 1090, 241, 85, 48, 455, 17, 47, 2019, 83, 55, 12, 9, 5, 2, 8, 1, 10, 32, 72, 6, 31, 222, 88, 9, 61, 3, 354, 953, 60, 455, 210]",0
"[1, 3, 16, 18, 34, 52, 27, 250, 149, 80, 7, 161, 92, 1, 3, 122, 136, 122, 1127, 13, 2]",0
"[29, 27, 18, 96, 473, 12, 245, 7, 34, 40, 1, 3, 5, 59, 135, 21, 245, 7, 184, 11, 52, 63, 184, 11, 52, 8, 1, 10, 186, 3, 129, 1, 132]",0
"[353, 11, 8, 67, 17, 7, 171, 34, 2, 13, 1, 3, 59, 18, 8, 314, 239, 1249, 182, 543, 200, 128, 595, 52, 102]",0
"[13, 85, 41, 11, 18, 40, 1, 3, 34, 52, 27, 30, 245, 7, 46, 34, 32, 9, 5, 2, 114, 5, 440, 82, 184, 11, 305, 52]",0
"[33, 14, 73, 107, 23, 176, 16, 18, 293, 141, 1, 177, 62, 627, 34, 52, 193, 440, 63, 39, 231, 62, 157, 13, 94]",0
"[69, 319, 28, 4, 54, 301, 69, 609, 146, 11, 41, 16, 525, 13, 1, 345, 26, 98, 196, 38, 726, 72, 18, 117, 41, 4, 19, 11, 41, 16, 412, 197]",0
"[52, 1042, 414, 6, 102, 9, 297, 57, 1, 3, 297, 215, 11, 1, 462, 235, 76, 4, 310, 75, 346]",0
"[2, 1, 10, 77, 4, 66, 50, 20, 39, 16, 26, 39, 16, 183, 34, 42, 20, 12, 83, 71, 230, 84, 10, 12, 23, 53, 2, 1, 77]",0
"[4, 5, 136, 1, 3, 100, 390, 56, 42, 394, 42, 394, 108, 127, 1234, 3, 4, 100, 151, 2, 8]",0
"[55, 55, 39, 88, 164, 392, 17, 48, 1, 103, 62, 814, 63, 211, 27, 6, 321, 164, 571, 388, 15, 47, 1, 236, 236, 908, 269, 504, 146, 59, 88, 370, 320, 95, 830, 1, 95, 53, 13, 60, 42, 95, 355, 181, 37, 196, 38, 1297, 20, 76, 71, 555, 19, 202, 71, 519]",0
"[133, 150, 229, 20, 1, 3, 5, 53, 210, 100, 25, 8, 12, 137, 46, 78, 246, 39, 8, 177, 202, 3, 5, 53, 32, 620, 372, 8]",0
"[33, 114, 23, 31, 18, 4, 50, 5, 2, 13, 26, 3, 32, 2022, 41, 31, 18, 84, 5, 273, 103, 196]",0
"[13, 85, 27, 7, 176, 16, 96, 501, 6, 371, 9, 49, 61, 3, 59, 149, 146, 31]",0
"[11, 6, 9, 18, 1, 59, 196, 159, 126, 287, 11, 2, 1369, 1369]",0
"[568, 7, 107, 23, 16, 360, 6, 219, 9, 49, 61, 59, 521, 116, 41, 5, 44, 21, 132, 6, 80, 7, 838, 13]",0
"[116, 173, 23, 64, 50, 20, 39, 11, 1, 243, 55, 2023, 723, 23, 64, 50, 20, 39, 11, 299, 5, 955, 42, 8, 179, 8, 94, 94, 20, 2, 13, 6, 1, 103, 62, 116, 100, 41, 120, 50, 81, 36]",0
"[304, 24, 13, 95, 31, 18, 43, 4, 50, 18, 6, 219, 31, 9, 29, 239, 23, 4, 206, 18, 1, 46, 55, 13, 485, 18, 55, 12, 2024, 38, 6, 80, 38, 13, 180, 95]",0
"[114, 86, 41, 59, 18, 96, 34, 2, 13, 1475, 608, 28, 30, 6, 204, 1, 113, 65, 438, 204]",0
"[6, 31, 18, 9, 1, 59, 174, 86]",0
"[425, 6, 115, 20, 46, 1214, 41, 2025, 106, 6, 9, 49, 20, 102, 138, 43, 221, 195]",0
"[6, 176, 18, 2026, 5, 407, 9, 1, 3, 274, 65, 2, 183, 92, 2026, 56, 5, 136, 20, 119, 274, 18]",0
"[6, 2007, 381, 11, 37, 1, 3, 90, 5, 146, 59, 57, 28, 6, 10, 11, 362, 2017, 69, 59, 4, 57, 362, 1253, 19, 362, 1253, 6, 242, 490, 204, 18, 391, 37, 22, 1377, 89, 214, 59]",0
"[579, 7, 100, 441, 53, 48, 97, 119, 3, 4, 181, 82, 976, 200, 182, 39, 31, 18, 352]",0
"[14, 48, 9, 7, 31, 88, 8, 1, 3, 1, 3, 210, 11, 125, 141, 17, 434, 10, 372, 41, 31, 606, 71, 226]",0
"[13, 85, 48, 2, 6, 31, 57, 9, 5, 2, 49, 61, 59, 47, 57, 32, 328, 240, 83]",0
