review_token,Content
"[14, 1955, 15, 125, 22]",0
"[29, 63, 403, 114, 17, 27, 55, 21, 34, 42, 834, 257, 28, 26, 386, 1389, 97, 29, 27, 94]",0
"[121, 15, 342, 152, 70, 45, 19, 149, 15, 21, 1, 101, 65, 24, 12, 688, 15, 149, 28]",0
"[602, 24, 40, 120, 386, 1, 10, 5, 2, 13, 48, 7, 165, 140, 348, 2, 13, 44, 21, 27, 7, 4, 25, 1957, 19, 26, 10, 168, 450, 56, 91, 378, 386, 1063, 20, 7, 165, 243, 168, 81, 36, 479, 24, 170, 140, 348, 120, 386, 10, 7, 240, 58, 20, 76, 62]",0
"[25, 8, 78, 423, 256, 16, 140]",0
"[13, 6, 14, 27, 73, 49, 10, 279, 345, 773, 29, 26, 403, 94, 112, 45, 19, 29, 47, 112, 312, 99, 8, 112, 1, 97, 30, 5, 7, 99, 14, 514, 28, 29, 26, 63, 143, 249, 237, 19, 68, 68, 63, 1, 10, 19, 47, 29, 42, 5, 2, 24, 13, 1, 56, 91, 42, 12, 10, 5, 344, 627, 179, 12, 5, 42, 344, 6, 484, 747, 28, 29, 12, 42, 12, 5, 2, 13, 61, 484, 29, 390, 39, 8, 5, 1871, 72, 153, 306]",0
"[13, 2, 254, 15, 107, 80, 5, 440, 15, 440, 21, 15, 21, 183, 164, 2, 68, 158, 198, 171, 53, 2, 251, 15, 93]",0
"[124, 125, 22, 15, 259, 259, 15, 726, 21, 15, 67, 67, 339, 38, 1, 230, 382]",0
"[1958, 14, 76, 159, 2, 156, 166, 4, 179, 425, 1, 5, 42, 162, 245, 322, 220, 1196, 242, 19, 322, 242, 1196, 5, 220, 38, 595, 137, 156, 36, 58, 62, 98, 81, 36, 76, 298, 2, 14, 24]",0
"[22, 15, 38, 244, 64, 108, 149, 5, 35, 21, 5, 150, 72, 6, 22, 15, 45, 21, 7, 36, 58, 62, 26, 6, 1, 10, 15, 1, 45, 7, 36, 58]",0
"[2, 13, 125, 22, 15, 323, 5, 270, 24, 8, 26, 3, 5, 2, 13, 3, 4, 717, 210, 100]",0
"[32, 98, 7, 6, 16, 96, 49, 1, 3, 4, 10, 272, 287, 13, 1, 298, 5, 300, 19, 156, 693, 193, 5, 977, 156, 11, 73, 23, 4, 599, 130, 236, 256, 72, 156, 11]",0
"[14, 48, 73, 22, 15, 8, 26, 21, 4, 37, 110, 118, 60, 22, 15, 9, 1, 55, 55, 76, 36, 58, 20, 170, 65, 348, 8, 3, 5, 44, 71, 14, 21]",0
"[1030, 134, 14, 1, 118, 157, 45, 170, 3, 104, 22, 25, 21, 19, 294, 20, 3, 104, 920, 327, 785, 1068, 56, 153, 71, 211, 20, 382]",0
"[650, 13, 752, 2, 12, 7, 164, 164, 652, 42, 12, 123, 403, 143, 1345, 1959, 10, 93, 7, 46, 33, 519, 41, 716, 2, 24, 106]",1
"[106, 3, 79, 654, 517, 409, 401, 1, 66, 17, 33, 129]",1
"[22, 15, 28, 70, 45, 299, 15, 97, 20, 82, 101, 35, 45, 17]",0
"[60, 13, 33, 129, 754, 132, 7, 216, 32, 323, 7, 4, 108, 25, 5, 318, 25, 94, 7, 10, 15, 19, 7, 74, 32, 27, 132, 3, 5, 1, 15, 754]",0
"[2, 225, 43, 12, 23, 53, 84, 5, 53, 7, 53, 119, 7, 218, 5, 60, 135, 406, 42, 380, 42, 675, 1587, 42, 143, 1, 10, 30, 94, 93, 625, 955, 42, 12, 308, 7, 46, 148, 27]",0
"[122, 5, 986, 122, 1, 83, 139, 15, 22, 832, 15, 208, 38, 35, 1, 3, 5, 152, 116, 5, 44, 21]",0
"[2, 13, 77, 17, 565, 53, 22, 894, 12, 33, 133, 158, 309, 44, 76, 4, 35, 5, 2, 24, 421, 399, 22, 17, 25, 8, 565, 53, 19, 176, 27]",1
"[126, 35, 8, 14, 19, 44, 41, 4, 19, 7, 61, 240, 58, 60, 15, 8, 125, 22, 38, 111, 7, 82, 21, 397]",0
"[14, 1, 10, 15, 294, 41, 12, 165, 100, 526, 407, 31, 18, 55, 20, 19, 269, 3, 57, 55, 20, 12, 10, 5, 176, 251, 18, 557, 395, 89, 887, 24, 19, 68, 68]",1
"[7, 6, 26, 53, 9, 92, 20, 56, 1, 10, 77, 15, 76, 148, 221, 17, 15, 87, 2, 1, 255, 5, 53]",0
"[26, 274, 19, 15, 289, 97, 48, 1, 55, 9, 26, 274, 87, 15, 97, 94, 85, 554, 161, 83, 91, 83, 84, 371, 392, 217, 72, 155, 16, 94, 12, 39, 747]",0
"[105, 15, 67, 17, 1, 103, 202]",0
"[162, 15, 125, 70, 3, 1, 26, 1, 16, 9, 15, 655, 366, 229, 165, 246, 1962]",0
"[2, 13, 10, 22, 759, 42, 67, 12, 317, 108, 7, 246, 17, 26, 4, 25, 25, 12, 172, 5, 24, 400, 110, 51, 38, 246]",1
"[2, 35, 1, 228, 8, 4, 37, 4, 22, 15]",0
"[2, 1, 83, 850, 596, 10, 810, 30, 6, 207, 1393, 236, 82, 282, 236, 37, 1, 10, 54, 8, 13, 7, 1, 243, 285, 55, 85, 32, 44, 98]",0
"[104, 22, 21, 72, 154, 25, 35, 1965, 368, 89, 1966]",0
"[122, 133, 158, 1597, 463, 25, 292, 19, 68, 68, 93, 10, 5, 136, 104, 5, 2, 24, 13, 573, 1967, 88, 389, 75, 203, 122, 133, 158]",1
"[7, 46, 2, 13, 9, 26, 3, 104, 509, 340, 881, 1598, 62, 403, 134, 764, 91, 1142, 177, 1968, 1968, 1599, 786, 457, 49, 22, 21, 48, 509, 881, 12, 134, 764, 239, 94]",0
"[2, 48, 14, 19, 77, 9, 40, 15, 63, 22, 19, 26, 6, 15, 105, 8, 67, 38, 1, 3, 263, 4, 32, 72, 154, 15, 5, 78, 81, 36]",0
"[519, 25, 78, 22, 32, 71, 5, 115, 21, 153, 71, 123, 103, 2, 394, 572, 26, 41, 333, 8, 449, 51, 14, 9, 32, 22, 333, 157, 25, 12, 10, 1969, 8, 754, 134, 581, 19, 81, 36]",0
"[33, 14, 73, 1, 10, 66, 237]",0
"[24, 625, 2, 232, 44, 41, 702, 93, 956, 25, 1587, 421, 19, 68, 68, 10, 5, 136, 33, 851, 81, 36, 22, 24, 1970]",1
"[38, 103, 2, 4, 15, 318, 282, 71, 4, 15, 217, 1, 144, 144, 15, 793, 48, 793, 9, 1, 103, 148, 47]",0
"[2, 12, 487, 107, 391, 112, 216, 41, 5, 115, 9, 1, 10, 288, 12, 64, 26, 4, 22, 15, 19, 70, 45, 169]",0
"[124, 15, 28, 574, 115, 107, 182, 15, 182, 15, 521, 183, 2, 394, 83, 454, 71, 44, 869, 1971, 8]",0
"[107, 23, 4, 75, 203, 112, 5, 257, 66, 119, 75, 203, 5, 403, 13, 19, 51, 23, 2, 13, 3, 66, 75, 203, 19, 324, 1182, 19, 68, 68, 5, 403, 19, 120, 68, 7, 23, 120, 68, 5, 90, 65, 2, 13, 19, 424, 120, 12, 10, 5, 42, 1600, 1, 255, 508, 508, 120, 65, 42, 628, 12, 112, 5, 868, 120, 8, 7, 23, 120, 68, 39, 5, 90, 41, 4, 253, 50, 387, 19, 68, 68, 19, 120, 8, 39, 5, 42, 1600, 84, 5, 42, 628, 160, 24]",0
"[160, 104, 21, 75, 203, 19, 66, 149, 254, 75, 927, 75, 1601, 75, 812, 19, 75, 203, 26, 13, 104, 21, 198, 24, 5, 1124, 984, 985]",0
"[2, 13, 14, 9, 168, 1, 10, 25, 903, 904, 292, 764, 1, 10, 9, 292, 87, 10, 32, 12, 43, 2, 35, 101, 35, 903, 904]",0
"[358, 8, 165, 64, 54, 181, 146, 64, 15, 12, 22, 17, 110, 194, 1, 230, 64, 174, 86, 2, 33, 174, 74]",0
"[7, 33, 46, 91, 2, 13, 60, 7, 3, 64, 120, 42, 130, 91, 97, 1, 312, 302, 7, 193, 5, 73, 10, 598, 12, 43, 326, 74, 1, 10, 120, 42, 143, 27, 19, 12, 65, 26, 23, 4, 179, 586, 22, 12, 1, 3, 152, 27]",0
"[89, 93, 428, 12, 51, 538, 1, 47, 94, 35, 12, 261, 164, 123, 113, 147, 144, 254, 9, 32, 27, 15, 868, 20, 153, 1, 111, 121, 21, 4, 201, 156, 1055]",0
"[14, 48, 14, 9, 22, 17, 15, 56, 26, 4, 54, 79, 1972, 40, 37, 8, 217, 12, 186, 24, 8, 1, 10, 56, 86, 30, 24, 54, 12, 68, 3, 40, 13, 1, 3]",0
"[32, 12, 100, 15, 22, 17, 65, 5, 242, 220, 56, 318, 20]",0
"[4, 333, 282, 182, 805, 15, 487, 15, 19, 498, 15, 10, 12, 315, 19, 315, 349, 67, 67, 573, 193, 77, 26, 196, 1134, 756, 65, 765]",0
"[32, 15, 12, 10, 24, 82, 121, 4, 35, 175, 19, 40, 15, 82, 21, 4, 19, 15, 5, 24, 21, 4, 1973]",0
"[15, 22, 17, 99, 311, 9, 167, 325, 325, 15, 2, 1602, 103, 815, 1881, 15, 139, 139, 5, 690, 119, 65, 1302, 71, 202, 1603, 12, 438, 511, 111, 17]",0
"[32, 72, 2, 44, 107, 121, 4, 179, 46, 7, 19, 7, 193, 147, 128, 94, 7, 112, 90, 5, 2, 13, 19, 147, 220, 19, 484, 8, 112, 1, 10, 32, 72, 13, 2, 150, 62, 1, 83, 13]",0
"[29, 63, 1, 10, 237, 30, 62, 10, 9, 162, 62, 1, 10, 386, 32, 44, 7, 416, 65, 348, 10, 66, 386, 237, 249, 200, 21, 29, 572, 42, 1, 3, 4, 27, 32, 94, 47, 44]",0
"[936, 15, 125, 22, 44, 51, 218, 20]",0
"[35, 70, 644, 22, 15, 112, 45, 142, 15, 35, 112, 224, 65, 220, 32, 5, 44, 41, 230, 77]",0
"[33, 74, 15, 22, 28, 23, 263, 208, 28, 38, 39, 149, 21, 382, 32, 260, 21]",0
"[107, 4, 15, 518, 518, 15, 6, 244, 4, 159, 24, 7, 334, 197, 20, 76, 244, 244]",0
"[35, 13, 14, 17, 3, 4, 3, 4, 50, 19, 68, 68, 28, 4, 8, 282, 282, 93, 10, 12, 200, 282, 10, 12, 393, 282, 67, 135, 26, 34, 185, 67, 17, 3, 1320]",1
"[13, 187, 6, 31, 18, 4, 54, 982, 1252, 553, 20, 49, 10, 15, 157, 60, 23, 66, 88, 389, 148, 28, 36, 15, 5, 220, 318]",0
"[24, 21, 430, 534, 4, 96, 1001, 1087, 9, 10, 15, 19, 70, 45, 26, 1, 358, 240, 100, 183, 1, 255, 660, 76]",0
"[22, 15, 19, 46, 45, 163, 163, 67, 105, 67, 30, 109, 6, 14, 32, 44, 417, 22, 12, 46]",0
"[32, 123, 21, 108, 253, 50, 8, 103, 75, 1601, 148, 26, 3, 75, 203, 1, 55, 55, 501, 16, 8, 293, 192, 12, 524, 123]",0
"[15, 467, 1977, 22, 25, 38, 1, 289, 309, 44, 15, 22, 221, 145, 1153, 4, 15]",0
"[6, 1, 14, 13, 2, 67, 66, 10, 136, 214, 175, 159, 143, 237, 214, 5, 1979, 1, 10, 94, 460, 370, 66, 68, 49, 22, 5, 4, 143, 237, 1980, 21, 98, 1, 14, 66, 68]",0
"[7, 36, 201, 35, 12, 51, 164, 123, 5, 136, 9, 26, 240, 15, 5, 320, 72, 145, 15, 22, 17]",0
"[210, 175, 15, 85, 27, 55, 39, 11, 16, 140, 157, 85, 26, 39, 11, 16, 140, 534, 15, 210, 85]",0
"[54, 79, 50, 1596, 946, 413, 400, 413, 35, 1, 97, 280, 336, 5, 42, 87, 216, 459, 15, 8, 217, 295, 16, 192, 32, 72, 44, 366, 457, 253, 50, 165, 337, 54, 210, 1250, 784, 4, 5, 955, 42]",0
"[1248, 24, 32, 84, 34, 1004, 41, 465, 400, 8, 40, 250, 17, 849, 271, 8, 34, 1606, 1251, 20, 6, 134, 81, 36]",0
"[2, 87, 17, 69, 4, 609, 15, 221, 17, 422, 851, 13, 1, 43, 230, 87, 187]",0
"[51, 23, 16, 9, 120, 8, 326, 592, 379, 32, 104, 120, 8, 177, 120, 1554, 1982, 19, 68, 68, 158, 12, 57, 98]",0
"[15, 8, 110, 194, 436, 20, 5, 468, 468, 15, 94, 315, 98, 13, 315, 315, 10, 21, 315, 110, 8, 14, 72, 110, 194, 436, 20, 13, 2, 15, 71, 22, 89, 214, 35, 8]",0
"[211, 27, 4, 100, 9, 162, 15, 27, 32, 293, 78, 132, 26, 35, 21, 51, 270, 270, 51, 1107, 36, 58, 43, 2, 13, 122, 556, 65, 348, 27, 160]",0
"[24, 14, 17, 7, 38, 3, 4, 66, 253, 50, 151, 2, 13, 170, 65, 348, 759, 253, 50, 3, 104, 21, 177, 267]",0
"[15, 225, 17, 125, 22, 19, 67, 3, 113, 182, 30, 5, 2, 4, 68, 308, 67, 73, 315]",0
"[119, 46, 239, 64, 642, 350, 562, 8, 637, 130, 106, 7, 477, 19, 31, 96, 223, 119, 26, 3, 292, 697, 831, 8, 115, 72]",0
"[349, 172, 17, 2, 13, 170, 302, 100, 3, 4, 55, 20, 170, 112, 211, 196, 69, 243, 63, 26, 243, 89, 6, 53, 2, 44, 221, 814, 158, 8, 93, 8, 10, 19]",1
"[156, 36, 58, 60, 25, 8, 632, 1, 133, 145, 73, 25, 130, 56, 465, 12, 10, 48, 25, 1018, 65, 1304, 1, 10, 1, 133, 2, 164, 632, 294, 48, 1, 255, 5, 53, 2, 13]",0
"[22, 15, 107, 101, 198, 15, 33, 74, 144, 117, 144, 239, 597, 816, 325, 325, 22, 15, 280, 403, 145, 5, 318, 209, 112, 10, 15, 148, 17, 164, 571]",0
"[884, 110, 2, 22, 816, 242, 22, 15]",0
"[2, 1, 10, 555, 8, 256, 53, 47, 22, 15, 71, 44, 4, 5, 42, 1, 583, 252, 2, 24, 54, 9, 10, 15, 277, 733]",0
"[40, 120, 249, 8, 1, 10, 48, 291, 291, 10, 9, 1, 3, 4, 181, 142, 5, 197, 37, 175, 120, 32, 44, 72, 81, 36]",0
"[133, 17, 4, 5, 24, 313, 15, 9, 15, 47, 48, 1, 125, 70, 10, 15, 93, 25, 10, 5, 24, 444, 481, 53, 2, 24, 9, 32, 27, 260, 135, 21, 345, 8, 411]",1
"[22, 15, 104, 35, 46, 105, 67, 169, 30, 99, 191, 5, 344, 7, 311, 19, 97]",0
"[125, 22, 15, 107, 35, 5, 212, 13, 279, 182, 119, 213, 15, 12, 33, 111, 70, 45, 47, 208]",0
"[225, 21, 318, 25, 37, 70, 186, 274, 45, 19, 116, 378, 35, 41, 104, 25, 157, 292, 12, 764]",0
"[15, 125, 22, 86, 86, 15, 411, 48, 153, 137, 3, 435, 15, 39, 11, 1013, 9, 27, 26, 240, 15, 84, 125]",0
"[25, 25, 1771, 56, 980, 6, 395, 186, 12, 51, 46, 159, 16, 119, 223, 170, 65, 348, 122, 22, 25, 834, 1399, 54, 42, 79, 8, 47, 86]",1
"[36, 58, 429, 33, 225, 19, 74, 15, 125, 22, 19, 221, 330, 137, 4, 25, 55, 15, 48]",0
"[2, 439, 957, 76, 309, 44, 17, 95, 46, 56, 2, 24, 13, 463, 694, 120, 42, 6, 298, 93, 5, 24, 47, 10, 25, 68, 382, 10, 12, 303, 19, 10, 12, 100, 313, 1609, 1558, 2, 24, 2, 308, 160, 89, 214, 202]",1
"[173, 854, 78, 123, 617, 97, 9, 1, 10, 120, 143, 19, 1012, 120, 94, 135, 12, 308, 524, 703, 120, 283, 494, 116, 44, 7, 49, 240, 58, 159, 975, 40, 1, 10, 237, 27, 19, 47, 1989, 1990, 404, 1402, 1403, 1991, 19, 30, 14, 703, 143, 1, 3, 77, 19, 355, 36, 58, 62, 975, 506, 6, 104, 58, 21]",0
"[173, 5, 975, 676, 23, 4, 12, 147, 5, 24, 37, 1, 3, 53, 28, 4, 79, 15, 22, 28, 45, 242, 149, 21]",0
"[2, 14, 3, 4, 22, 25, 46, 9, 40, 120, 572, 42, 1, 3, 90, 32, 104, 108, 149, 25, 8, 72, 32, 81, 36]",0
"[135, 7, 4, 1992, 27, 181, 82, 147, 1, 10, 145, 28, 147, 8, 330, 8, 182, 135, 250, 32, 72, 5, 44, 21]",0
"[6, 16, 57, 49, 10, 15, 88, 389, 1612, 206, 1, 10, 15, 5, 57, 57, 233]",0
"[22, 204, 25, 48, 195, 9, 94, 290, 275, 191, 7, 12, 168, 9, 40, 26, 90, 2, 4, 68, 14, 20]",1
"[416, 7, 26, 5, 42, 209, 8, 5, 682, 5, 35, 84, 682, 47, 72, 137, 135, 6, 53, 2, 8, 43, 55, 5, 53, 26, 5, 682, 47, 16, 98, 137, 4, 8, 34, 18, 34, 191, 11, 93, 1, 10, 12, 435, 28, 258, 216, 16, 11, 21, 61, 8, 7, 216, 173, 323, 5, 757, 91, 2, 394, 454, 71, 44, 12, 394, 12, 1, 108, 5, 42, 967, 108, 313, 682]",0
"[2, 147, 391, 28, 628, 25, 259, 1, 172, 103, 541, 183, 498, 140, 11, 388, 9, 25, 254, 147, 212, 1, 391, 793, 1241, 1, 1614, 897, 388, 119]",0
"[172, 2, 13, 46, 17, 60, 22, 430, 359, 12, 3, 170, 65, 348, 25, 25, 983, 19, 980, 3, 71, 22, 21]",0
"[13, 2, 14, 47, 9, 40, 196, 27, 30, 6, 5, 69, 92, 20, 56, 23, 322, 357, 1, 3, 1080, 2, 47, 1, 3, 41, 120, 42, 1, 123, 32, 98]",0
"[304, 29, 982, 75, 812, 73, 94, 94, 20, 55, 39, 11, 27, 142, 115, 279, 80, 288, 8, 55, 55, 39, 11, 26, 6, 288, 103, 62, 21, 69, 261, 723, 58]",0
"[7, 727, 53, 2, 13, 165, 64, 1404, 1404, 673, 9, 22, 15, 32, 78, 15, 19, 32, 620, 126, 35, 41, 4, 81, 36]",0
"[749, 1155, 35, 97, 41, 465, 69, 71, 22, 72, 27, 12, 956, 19, 47, 116, 104, 21]",0
"[2, 8, 14, 9, 110, 436, 145, 107, 4, 15, 8, 12, 22, 135, 94, 468, 8, 4, 15, 228, 4, 24, 250]",0
"[1000, 95, 683, 25, 661, 12, 39, 34, 637, 580, 5, 199, 25, 25, 22, 12, 172, 25, 46, 95, 22, 516, 19, 95, 46, 93, 536, 95, 46, 17, 2, 13, 573, 95, 34, 28, 76, 19, 519, 81, 36, 22, 328, 44, 19, 58, 1616, 43, 258]",1
"[15, 67, 271, 47, 131, 131, 388, 19, 35, 882, 169, 9, 357, 1, 882, 9, 272, 882, 784, 21, 289, 39, 149, 21, 347, 357, 166, 289, 514, 21]",0
"[309, 44, 811, 246, 1005, 225, 886, 13, 1223, 2, 170, 65, 348, 71, 22, 108, 12, 133, 21, 19, 69, 19, 2, 71, 5, 21, 170, 382, 153, 71, 133, 21, 81, 36, 24]",0
"[15, 125, 22, 15, 20, 6, 487, 182, 61, 113, 15, 32, 72, 710, 366, 1, 155, 4]",0
"[12, 7, 1380, 5, 2, 13, 600, 107, 7, 23, 212, 330, 112, 15, 19, 7, 250, 91, 2, 13, 137, 94, 4, 25, 8, 157, 15, 8, 48]",0
"[247, 98, 75, 6, 1, 123, 23, 4, 1393, 1, 108, 1866, 197, 142, 16, 144, 225]",0
"[78, 15, 72, 62, 1, 10, 15, 5, 318, 25, 125, 22, 15, 33, 111, 110, 1, 866, 4]",0
"[429, 233, 23, 4, 50, 76, 11, 47, 15, 28, 1, 320]",0
"[2001, 2002, 22, 15, 113, 2003, 207, 1119, 213, 4, 90, 21, 15, 21, 183, 1070, 319, 33, 1]",0
"[14, 17, 9, 162, 49, 22, 25, 12, 1, 298]",0
"[150, 14, 25, 8, 1, 102, 102, 9, 15, 8, 22, 17, 338, 95, 1574, 13, 13, 22, 17, 1, 113, 315, 76, 15]",0
"[449, 7, 71, 14, 13, 13, 24, 84, 110, 194, 1033, 15, 8, 5, 78, 27, 132, 56, 466, 8, 250, 17, 99, 261, 97, 9, 2, 24, 8, 466]",0
"[22, 15, 8, 1, 3, 5, 270, 21, 330, 15, 8, 67, 17, 183, 4, 5, 202, 20, 76, 26, 148, 256, 53, 47]",0
"[15, 8, 656, 390, 56, 12, 62, 62, 1, 10, 15, 8, 7, 36, 58, 9, 116, 91, 33, 15, 8, 5, 78, 36]",0
"[40, 2, 8, 178, 178, 1346, 554, 8, 483, 148, 48, 37, 178, 47, 1, 123, 116, 5, 44, 72]",0
"[70, 208, 105, 67, 22, 15, 19, 126, 189, 293, 885, 74, 2, 174, 5, 1302, 171, 412, 218, 144, 13]",0
"[14, 17, 2, 8, 105, 24, 8, 212, 1, 11, 21, 4, 8, 14, 17, 76, 3, 4, 25, 67, 38, 1259, 82, 511]",1
"[18, 96, 62, 10, 75, 203, 8, 63, 604, 65, 18, 268, 30, 220, 220, 18, 96, 10, 5, 318, 289, 175, 75, 203, 8]",0
"[7, 46, 91, 24, 9, 173, 7, 36, 58, 60, 63, 10, 15, 67, 17, 6, 148, 1, 3, 270, 339]",0
"[5, 136, 109, 8, 33, 87, 30, 26, 43, 90, 2, 68, 97, 206, 302, 5, 34, 2004, 413, 98, 13, 163, 28, 35, 22, 15]",0
"[29, 39, 5, 1567, 75, 203, 91, 75, 68, 27, 5, 57, 30, 46, 4, 50, 28, 57, 75, 125, 454, 390, 498, 140, 223, 27, 91, 75, 68]",0
"[14, 33, 155, 19, 170, 1487, 122, 44, 19, 5, 630, 10, 200, 78, 681, 537, 420, 5, 66, 173, 7, 78, 58, 11, 16, 63, 71, 114]",0
"[108, 87, 30, 8, 6, 82, 99, 47, 477, 139, 186, 28, 15, 339, 87]",0
"[1, 46, 125, 22, 15, 19, 221, 1803, 91, 15, 84, 53, 269, 171, 15, 221, 19, 22, 451, 51, 981, 1315, 89, 214, 225, 165, 1370, 185, 60, 225, 5, 15, 71, 44, 981, 20]",0
"[1, 83, 82, 23, 4, 54, 37, 1, 3, 811, 17, 712, 30, 165, 4, 1406, 2005, 470, 533, 9, 37, 35, 68, 12, 213, 9, 1102, 43, 2, 8, 14, 9, 269, 32, 5, 44, 21, 27, 81, 36]",0
"[2, 13, 47, 14, 3, 64, 50, 425, 5, 283, 344, 19, 47, 4, 25, 28, 47, 3, 43, 4, 254, 553, 50, 1618, 36, 24]",1
"[106, 2, 24, 338, 122, 260, 19, 84, 22, 15, 27, 2006]",0
"[6, 16, 96, 9, 697, 831, 1, 115, 147, 73, 651, 5, 74, 6, 5, 207, 67, 140, 37, 1, 5, 115, 147, 8]",0
"[2, 1512, 183, 202, 119, 336, 1, 22, 141, 6, 566, 117, 22, 15, 8, 22, 23, 4, 198, 11, 62, 183, 5, 369]",0
"[174, 22, 15, 1, 77]",0
"[2, 229, 164, 392, 217, 89, 15, 9, 4, 1, 337, 4, 8, 24, 73, 4, 15, 15, 67, 17]",0
"[81, 36, 154, 446, 2, 35, 13, 7, 1067, 33, 246, 19, 200, 21, 51, 116, 5, 44, 21, 35, 8, 46, 1, 3, 254, 81, 36, 802]",0
"[71, 994, 19, 106, 3, 64, 42, 788, 4, 50, 94, 188, 26, 16, 88, 565, 176, 65, 88, 829, 155, 81, 36]",1
"[95, 36, 58, 2, 369, 252, 110, 180, 217, 95, 320, 211, 103, 202, 617, 10, 15, 98, 13, 4, 1249, 315, 397, 55, 468, 1, 10, 12, 359, 38, 8, 158, 2, 13, 110, 564]",0
"[40, 122, 67, 15, 122, 22, 27, 9, 302, 148, 2, 8, 92, 14, 28, 379, 8, 739, 23, 93, 568, 636, 77, 2, 13, 1407, 112, 132]",0
"[7, 319, 60, 10, 410, 89, 902, 12, 240, 430, 100, 4, 5, 24, 9, 142, 7, 319, 251, 233, 1, 83, 141, 850, 136, 369, 239, 19, 144, 1477, 185]",0
"[53, 2, 24, 358, 23, 64, 54, 958, 5, 237, 9, 40, 66, 1, 10, 27, 51, 64, 64, 5, 428, 206, 5, 218, 32, 72, 2009, 21, 201, 42, 261, 355, 23, 4, 958, 1, 10, 26, 275, 22, 66, 14, 68, 434, 1, 60, 229, 958, 20, 12, 71, 359, 32, 27, 379, 24, 224, 21, 237]",0
"[6, 34, 18, 57, 9, 92, 1, 948, 4, 367, 545, 66, 28, 32, 72, 631, 145, 23, 4, 75, 203, 1, 3, 5, 403, 120, 401, 47, 22, 12, 175]",0
"[2, 87, 22, 15, 5, 104, 45]",0
"[7, 23, 428, 29, 66, 12, 68, 214, 175, 5, 35, 13, 143, 380, 406, 42, 19, 12, 68, 8, 214, 175, 66, 42, 8, 38, 326, 38, 8, 51, 39, 53, 2, 12, 69, 104, 765]",0
"[15, 125, 22, 1, 3, 5, 270, 99, 118, 316, 20, 468, 2, 38, 15, 228, 24]",0
"[22, 15, 122, 1, 83]",0
"[150, 2, 14, 73, 78, 279, 120, 42, 32, 104, 19, 22, 120, 938]",0
"[32, 24, 7, 6, 31, 18, 708, 140, 9, 206, 207, 11, 52, 7, 47, 6, 78, 82, 64, 1484, 61, 19, 152, 25, 49, 15, 207, 113, 420, 27]",0
"[802, 602, 24, 13, 14, 9, 10, 326, 345, 773, 900, 4, 94, 198, 10, 11, 265, 900, 165, 164, 24, 12, 5, 165, 32, 44, 71, 27]",0
"[2, 6, 14, 76, 123, 78, 75, 203, 20, 3, 65, 348, 8, 5, 104, 75, 203, 153, 122, 106]",0
"[2, 12, 134, 14, 1, 141, 26, 3, 28, 260, 19, 120, 42, 8, 122, 22]",0
"[6, 14, 48, 9, 26, 21, 4, 340, 70, 257, 169, 30, 6, 14, 1482, 56, 15, 22, 17]",0
"[15, 28, 26, 23, 110, 2, 43, 15, 84, 43, 2, 41, 25, 13, 51, 36, 58, 200, 27]",0
"[32, 41, 2, 13, 405, 66, 42, 120, 143, 19, 249, 201, 1625, 7, 23, 4, 2, 24, 234, 1, 10, 143, 32, 94, 20, 12, 7, 113, 81, 36, 212, 5, 115, 10, 120, 143, 19, 249, 32]",0
"[104, 87, 17, 93, 6, 10, 15, 183, 808, 144, 117, 20, 144, 148, 6, 39, 11, 21, 135, 6, 166, 262, 89, 4, 12, 83, 171, 17, 53]",0
"[245, 159, 2, 70, 45, 28, 105, 1, 83, 109, 7, 254, 9, 49, 20, 105, 167, 22, 15, 47]",0
"[7, 4, 25, 107, 182, 112, 10, 15, 139, 315, 1, 73, 200, 9, 80, 38, 1, 230, 4, 9, 165, 4]",0
"[81, 36, 24, 421, 783, 333, 42, 54, 6, 240, 4, 42, 209, 42, 19, 68, 68, 9, 162, 4, 387, 1, 10, 86, 21, 81, 36, 321, 112]",0
"[1343, 602, 35, 65, 139, 15, 588, 12, 113, 216, 330, 2018, 884, 4, 15, 113, 216, 135, 584, 1626, 588, 27, 492, 48, 2018, 729, 15, 1500, 315, 103, 729, 15, 182, 1552, 76, 290, 214, 604, 42]",0
"[166, 589, 24, 96, 128, 89, 31, 18, 361, 2, 8, 14, 25, 266, 22, 422, 15, 9, 25, 894, 8, 259]",0
"[15, 22, 86, 110, 1055, 20, 12, 61, 46, 38, 244, 34, 2, 8, 22, 15]",0
"[172, 2, 326, 294, 48, 71, 22, 21, 25, 8, 27, 280, 980, 81, 36, 576]",0
"[36, 58, 200, 20, 62, 137, 64, 556, 177, 55, 65, 348, 2, 13, 201, 15, 28, 6, 94, 178, 208, 208]",0
"[4, 5, 136, 211, 48, 3, 855, 899, 9, 27, 148, 177, 5, 42, 10, 15, 12, 178, 3, 270]",0
"[55, 55, 39, 88, 164, 392, 17, 48, 1, 103, 62, 814, 63, 211, 27, 6, 321, 164, 571, 388, 15, 47, 1, 236, 236, 908, 269, 504, 146, 59, 88, 370, 320, 95, 830, 1, 95, 53, 13, 60, 42, 95, 355, 181, 37, 196, 38, 1297, 20, 76, 71, 555, 19, 202, 71, 519]",0
"[14, 17, 9, 162, 8, 22, 15, 45, 28, 30, 6, 34, 191, 56, 117, 9, 49, 45, 5, 44, 27]",0
"[1411, 14, 399, 19, 980, 32, 1256, 12, 69, 72]",0
