review_token,Performance and Stability
"[2, 55, 13, 7, 74, 91, 2, 35, 82, 7, 4, 54, 79, 40, 131, 131, 224, 19, 838, 45, 10, 55, 91, 2, 35]",0
"[84, 53, 121, 74, 112, 126, 79, 24, 1, 3, 648, 112, 772, 38, 103, 4, 42, 282, 62, 158, 84, 5, 319, 33, 74, 580, 87, 17]",0
"[13, 2, 14, 449, 7, 434, 22, 12, 1035, 167, 157, 22, 15, 26, 22, 15, 7, 48, 61, 56, 86, 434, 94, 4, 54, 27, 26, 23, 4, 25, 245, 53, 20, 153, 1, 495, 15, 1318, 167, 28, 368]",1
"[470, 24, 362, 1897, 265, 7, 59, 18, 268, 886, 96, 267, 41, 93, 535, 295, 692, 767, 241, 29, 297, 7, 41, 4, 267, 19, 68, 68, 265, 42, 658, 1, 3, 30, 5, 391, 441, 49, 3, 7, 297, 767, 42, 264, 26, 265, 185, 19, 1306, 44, 20, 30, 18, 7, 41, 93, 535, 116, 83, 19, 59, 297, 7, 65, 535, 42, 81, 36, 61]",0
"[29, 63, 70, 502, 82, 4, 5, 1553, 756, 65, 357, 511, 502, 19, 114, 17, 43, 5, 690, 30, 61, 97, 20, 32, 71, 44, 21, 81, 36]",0
"[2, 118, 17, 163, 679, 30, 109, 185, 14]",0
"[150, 2, 8, 14, 73, 434, 279, 285, 39, 44, 7, 239, 23, 16, 642, 88, 121, 7, 698, 43, 31, 642, 88, 37, 224, 65, 1135, 220]",0
"[6, 14, 1, 10, 285, 157, 188, 105, 67, 105, 229, 214, 121, 176, 19, 47, 426, 307, 9, 12, 110, 225, 94, 24, 1, 298, 284, 435, 41, 147, 19, 28, 712, 48, 13, 110, 615, 280, 82, 23, 31, 222, 141, 17]",1
"[70, 167, 1, 177, 2, 394, 408, 264, 55, 39, 373, 1108, 151, 2, 157, 296, 151, 136, 47, 6, 101, 1108, 568, 56, 93, 39, 3, 383, 5, 864, 263]",0
"[29, 27, 63, 70, 38, 1214, 214, 189, 35, 271, 213, 9, 35, 8, 651, 968, 107, 279, 315, 148, 28, 26, 196, 28, 1898, 197, 20, 67, 67, 6, 11, 57, 290]",0
"[712, 29, 63, 2, 13, 70, 274, 87, 27, 30, 109, 5, 136, 43, 90, 2, 68, 97, 20, 9, 43, 90, 24, 37, 28, 30, 62, 492, 9, 63, 37, 196, 126]",0
"[6, 14, 2, 4, 5, 658, 42, 97, 763, 25, 983, 465, 949, 333, 447, 123, 3, 112, 104, 501, 16, 377, 801, 26, 38, 108, 267, 295, 16, 84, 192, 27, 19, 522, 44, 511, 17, 260, 21, 126]",1
"[22, 15, 22, 12, 1, 929, 108, 5, 42, 19, 1, 3, 1356, 26, 11, 148, 3, 1356, 19, 3, 4, 12, 632, 60, 7, 23, 4, 42, 313, 15, 3, 1356, 19, 759, 687, 3, 7, 337, 5, 42, 514, 26, 3, 7, 31]",0
"[2, 14, 9, 32, 126, 66, 50, 3, 113, 413, 8, 49, 78, 211, 4, 931, 66, 50, 5, 24, 49, 666, 91, 56, 517, 170, 3, 383, 1104]",0
"[70, 838, 367, 152, 35, 271, 263, 19, 189, 257, 564, 6, 16, 24, 116, 5, 260, 353, 8]",0
"[7, 16, 96, 6, 223, 71, 9, 1136, 24, 848, 22, 1899, 4, 5, 1900, 114, 120, 301, 19, 403, 20, 1, 3, 186, 189, 38, 1, 3, 4, 75, 19, 75, 346, 5, 2, 178, 47, 70, 167, 30, 274, 248, 548, 116, 44, 7, 36, 513, 323, 49, 177, 13, 183, 197, 20, 604, 2, 68]",0
"[233, 16, 90, 104, 44, 37, 104, 174, 32, 5, 44, 285, 8]",0
"[107, 5, 147, 112, 1, 3, 152, 35, 6, 38, 276, 7, 4, 1901, 1902, 736, 1903, 19, 1196, 309, 333, 13, 485, 55, 19, 38, 13, 43, 7, 1355, 77, 69, 1371, 1, 155]",0
"[84, 192, 192, 13, 1007, 248, 619, 1348, 91, 541, 1554, 19, 68, 68, 265, 226, 1904, 1008, 21, 2, 1555, 90, 84, 427, 103, 173, 2, 591, 1556, 19, 2, 56, 1137, 56, 90, 8, 40, 427, 1, 288, 81, 36]",0
"[13, 29, 27, 120, 469, 40, 38, 1, 3, 108, 149, 245, 3, 883, 10, 209, 387, 40, 37, 1, 3, 4, 12, 291, 32, 72, 347, 469, 3, 10, 64, 149, 209]",0
"[2, 8, 14, 9, 29, 22, 285, 27, 82, 10, 15, 15, 37, 257, 38, 39, 4, 149, 21, 38, 1, 230, 17, 116, 5, 44, 72, 15]",0
"[87, 17, 220, 220, 48, 160, 9, 67, 67, 107, 23, 4, 25, 10, 272, 168, 214, 99, 28, 30, 99, 137, 14, 290, 13, 97, 97, 20, 43, 12, 68, 47, 29, 73, 13, 20, 27, 32, 72, 44, 74, 17, 81, 36]",0
"[449, 1905, 2, 13, 49, 61, 3, 546, 2, 4, 12, 780, 1497, 12, 14, 60, 49, 22, 78, 32, 44, 70, 38, 45, 5, 24, 19, 24, 12, 70, 838, 651, 105]",0
"[43, 79, 167, 804, 118, 33, 1, 294, 13, 33, 111, 19, 369, 239, 30, 117, 49, 22, 34, 191, 47, 10, 43, 79, 2, 68, 47, 97, 20, 234, 168, 5, 2, 24, 8, 13, 459, 6, 213, 241, 43, 16, 9, 103, 196, 43, 379, 8, 1002, 2, 44, 21, 81, 36]",0
"[7, 53, 13, 60, 10, 589, 18, 96, 24, 89, 361, 405, 14, 79, 35, 1, 317, 45, 157, 1906, 60, 2, 33, 1008, 9, 343, 710, 25, 78, 22, 25, 939, 8, 1, 10, 157, 10, 9, 326, 27, 7, 164, 25, 1883, 1, 10, 206, 48, 10, 5, 24, 32, 41, 379, 8, 22, 22, 36, 25, 8, 28, 78, 707, 35, 1, 83, 26, 3, 104, 25, 148, 895]",1
"[33, 14, 19, 478, 437, 22, 15, 712, 5, 121, 21, 4, 181, 37, 15, 6, 15, 8, 21, 178, 178, 392, 10, 270, 239, 9, 178, 10, 47, 12, 1, 10, 270, 239]",1
"[92, 16, 60, 451, 23, 31, 18, 16, 20, 141, 280, 26, 21, 54, 50, 1043, 70, 17, 45, 30, 6, 18, 16]",0
"[70, 285, 35, 1, 97, 30, 191, 5, 344, 311, 280, 26, 209, 54, 70, 167, 70, 105, 19, 46, 1809, 32, 150, 98]",0
"[2, 401, 44, 454, 13, 120, 123, 93, 790, 226, 31, 11, 604, 604, 120, 1, 141, 103, 2, 394, 19, 200, 21, 61, 317, 121, 10, 1138, 553, 157, 1372, 133, 12, 687, 294, 104, 72, 120, 1908, 506]",1
"[15, 8, 603, 17, 19, 167, 8, 67, 17, 32, 44, 168, 167, 8, 201, 8, 111, 17, 26, 15, 48, 1102, 49, 3, 1909, 98, 60, 248, 7, 97, 515, 43, 79, 202, 97, 17, 40, 3, 167, 67, 17, 1, 630, 1308]",0
"[31, 18, 16, 358, 153, 3, 4, 75, 346, 181, 54, 79, 37, 363, 968, 28, 228, 167, 60, 274, 248, 97, 38, 198, 5, 993, 28, 1316, 8, 107, 363, 968, 124, 49, 78, 1056, 2, 32, 98, 44, 168, 94]",0
"[74, 17, 56, 24, 6, 31, 16, 96, 267, 6, 59, 47, 18, 9, 92, 1, 3, 4, 73, 163, 20, 30, 12, 68, 97, 9, 4, 267, 56, 127, 37, 1, 3, 30, 7, 31, 18, 96, 267, 153, 3, 64, 94, 74, 17, 349]",0
"[2, 54, 79, 174, 12, 317, 10, 23, 16, 551, 188, 92, 20, 126, 2, 174, 70, 45, 121, 4, 54, 79, 253, 50, 645, 420, 5, 44, 7, 1, 243, 12, 83, 168, 177, 13, 6, 28, 5, 542, 9, 1, 10, 44, 56, 86, 811]",0
"[16, 18, 268, 9, 24, 1, 3, 152, 30, 109, 97]",0
"[7, 36, 62, 201, 8, 49, 22, 285, 12, 7, 400, 343, 5, 44, 627, 142, 15, 23, 342, 167, 67, 17, 37, 178, 39, 149, 21, 89, 220]",0
"[41, 97, 35, 6, 160, 10, 15, 1, 168, 577, 9, 32, 44, 41, 168, 15, 145, 70, 45, 239, 15, 30, 99, 514, 20, 38, 110, 1, 866, 187]",0
"[173, 24, 7, 6, 16, 140, 265, 19, 6, 144, 239, 19, 7, 165, 221, 21, 140, 13, 9, 272, 45, 19, 206, 7, 6, 16, 140, 19, 5, 876, 360, 28, 272, 207, 11, 264, 119, 30, 52, 7, 134, 19, 245, 334, 263, 65, 11, 9, 229, 113, 5, 20, 60, 45, 116, 129]",0
"[116, 5, 44, 21, 2, 22, 86, 285, 19, 26, 21, 4, 112, 10, 272, 116, 173, 21, 111, 30, 109, 14, 6, 16, 9, 167, 28, 38, 1, 230, 4]",0
"[104, 87, 20, 24, 12, 365, 749, 17, 10, 15, 63, 71, 22, 15, 30, 499, 4, 528, 217, 104, 99, 311, 43, 2, 68, 14, 40, 97, 97, 20, 9, 29, 34, 2, 24, 217, 12, 26, 15, 644, 1910, 67, 17, 30, 6, 161, 43, 191, 345, 191, 21, 9, 92, 20, 1, 10, 12, 288, 32, 72, 44, 21, 126, 1, 155, 4]",0
"[10, 15, 107, 101, 108, 15, 101, 108, 67, 19, 1, 3, 5, 270, 15, 97, 66, 45]",0
"[38, 87, 17, 2, 142, 5, 115, 38, 45, 28]",0
"[26, 442, 152, 35, 5, 260, 21]",0
"[45, 28, 26, 101, 523, 185, 38, 39, 207, 282, 210, 610, 222, 157, 31, 5, 944, 47, 141, 17, 645, 39, 101, 626, 98, 1911, 98, 5, 2, 169, 1, 10, 445, 250, 110, 436, 747, 61, 4, 244, 369, 239]",0
"[1912, 32, 98, 145, 99, 6, 14, 9, 2, 8, 363, 238, 28, 640, 259, 98, 28, 15, 8, 22, 21, 370, 320, 4, 8, 1, 225, 21, 211, 211, 4, 15, 186, 139, 22, 17, 115, 98, 32, 233, 150, 2, 159]",0
"[33, 14, 19, 109, 188, 14, 189, 1240, 19, 931]",1
"[29, 1, 3, 5, 221, 30, 138, 71, 89, 295, 88, 96, 112, 45, 26, 82, 11, 85, 159, 30, 11, 34, 335, 241, 418, 52, 870, 6, 5, 161, 93, 92, 45]",0
"[41, 1, 83, 5, 220, 275, 31, 18, 57, 181, 82, 23, 31, 234, 677, 1914, 451, 7, 197, 21, 76, 110, 546, 803, 185, 20]",0
"[114, 17, 82, 354, 411, 212, 82, 23, 64, 54, 37, 114, 30, 109, 14, 12, 68, 20, 3, 90, 54, 8, 91, 211, 13, 338, 114, 384, 384, 173, 156, 197, 20, 1, 77, 17, 2, 8]",0
"[116, 260, 21, 178, 49, 46, 45]",0
"[7, 46, 630, 229, 326, 285, 12, 39, 44]",0
"[239, 15, 70, 45, 167, 38, 149, 89, 220, 21, 502, 45, 1, 83]",0
"[118, 22, 15, 22, 11]",0
"[187, 2, 8, 30, 6, 16, 107, 4, 399, 178, 45, 178, 3]",0
"[73, 1562, 504, 602, 1140, 35, 116, 173, 446, 12, 588, 838, 28, 113, 420, 83, 93, 676, 1, 230, 26, 1044, 513, 14, 157, 723, 84, 73, 36, 460, 9, 44, 353]",0
"[13, 2, 278, 301, 27, 776, 20, 73, 247, 1140, 127, 5, 483, 47, 103, 301, 120, 12, 1, 559]",0
"[274, 248, 14, 9, 92, 111, 2, 190, 195]",0
"[44, 66, 49, 46, 384, 384, 19, 999, 169, 201, 6, 11, 41, 79, 126, 39, 260]",0
"[144, 15, 46, 167, 30, 99, 311, 19, 1, 407, 21, 110, 436, 20, 1375, 85, 23, 612, 13, 2, 97, 90, 202, 1564, 42, 863, 65, 139, 139, 89, 214, 2, 13]",0
"[122, 65, 136, 122, 118, 159, 2, 30, 99, 1]",0
"[211, 5, 218, 20, 13, 2, 1, 77, 22, 80, 15, 8, 139, 1, 3, 5, 270, 182, 21, 1377, 6, 94, 213, 272, 8, 45]",0
"[2, 13, 29, 48, 225, 17, 105, 28, 689, 259, 105, 163, 28, 109, 548, 47, 1010, 17]",0
"[84, 5, 53, 256, 1, 23, 163, 15, 217, 97]",0
"[43, 72, 657, 43, 218, 1183, 4, 201, 178, 698, 25, 12, 1, 137, 23, 4, 28, 269, 101, 65, 263, 4]",0
"[1, 3, 152, 35, 30, 6, 34, 18, 88]",0
"[6, 96, 79, 49, 46, 502]",0
"[7, 294, 41, 1567, 1378, 421, 19, 209, 42, 60, 33, 427, 86, 43, 4, 24, 157, 54, 79, 70, 22, 167]",0
"[525, 142, 5, 115, 276, 4, 2, 8, 1, 105, 28, 201, 107, 4, 112, 105, 30, 109, 97, 43, 2, 68]",0
"[2, 13, 168, 1, 3, 90, 29, 38, 87]",0
"[186, 15, 144, 94, 285, 119, 35, 8, 19, 107, 7, 542, 198, 5, 146, 602, 154, 16, 57, 493, 16, 2, 20, 49, 363, 285]",0
"[266, 14, 48, 9, 32, 72, 26, 7, 21, 306, 4, 84, 167, 109, 10, 18, 10, 145, 167]",0
"[173, 27, 154, 24, 29, 1, 3, 163, 27, 30, 6, 16, 290, 29, 1, 3, 245, 27, 3, 290, 1, 118, 103, 196]",0
"[7, 354, 34, 523, 185, 9, 307, 951, 1, 5, 373, 373, 7, 1, 3, 354, 135, 180]",0
"[107, 4, 54, 79, 8, 198, 45, 28, 28, 45, 30, 99, 44, 20, 32, 5, 864, 263, 72, 256, 7, 31, 57, 9, 73, 4, 105, 217]",0
"[1, 3, 5, 152, 30, 99, 191, 290, 1, 678, 76]",0
"[95, 320, 42, 95, 355, 234, 195, 676, 78, 14, 168, 312, 99, 28, 30, 248, 505, 1920, 239, 814, 34, 541, 505, 20, 34, 24, 37, 312, 368, 28, 44, 62, 489, 2, 91, 274, 55, 21, 2, 5, 42, 69, 4, 182, 6, 312]",0
"[377, 19, 97, 41, 4, 75, 203]",1
"[6, 34, 18, 57, 37, 167, 28, 111, 1, 83, 30, 248, 97, 616, 12, 10, 4, 50, 37, 175, 22, 1921, 5, 626, 157, 5, 2, 56, 20, 1191, 32, 383, 44]",0
"[2, 12, 33, 114, 5, 90, 2, 196, 40, 10, 43, 751, 1011, 90, 54, 253, 50, 804, 114, 274, 109, 14]",0
"[22, 15, 15, 22, 17, 38, 1, 1040, 4, 280, 47, 105, 28, 110, 225, 48, 9, 14, 47, 38, 1378, 225, 56, 266, 14, 9, 92, 111, 17, 48, 201, 22, 105, 56, 15, 32, 5, 78, 72, 15, 56, 150, 238, 8, 201, 269, 38, 1, 1040, 26, 4, 293, 74, 48, 9, 27, 6, 76]",0
"[49, 343, 556, 19, 22, 329, 8, 1112, 47, 116, 101, 60, 266, 129, 43, 849, 520, 5, 952]",0
"[7, 69, 2, 37, 231, 7, 1, 3, 101, 65, 658, 42, 834]",0
"[832, 26, 21, 4, 70, 213, 169, 82, 382]",0
"[33, 1, 155, 21, 4, 54, 131, 131, 213, 169]",0
"[142, 115, 40, 37, 1, 10, 189, 1, 10, 55, 61, 44, 20, 19, 355, 228, 1144, 99]",0
"[58, 1046, 122, 5, 115, 122, 174, 4, 50, 54, 8, 1, 311, 178, 163, 38, 495, 644, 1, 211, 17, 145, 311, 229, 413, 615, 64, 8, 30, 109, 14, 4, 202, 97, 113, 413]",0
"[24, 122, 67, 122, 667, 25, 70, 45, 256, 47, 16, 57, 26, 49, 20, 45, 604, 20, 98, 65, 2, 394, 12, 13, 6, 667, 805]",0
"[32, 72, 2, 8, 5, 44, 21, 41, 996, 99, 201, 70, 167, 121, 79, 4, 50, 30, 126, 8, 6, 356]",0
"[32, 41, 12, 516, 658, 42, 834, 10, 657, 1328, 41, 522, 8, 12, 63, 125, 511, 1328, 8, 4, 39, 693, 1362, 56, 42, 69, 3, 5, 538]",0
"[122, 1, 990, 13, 2, 122, 5, 115, 122, 141, 11, 18, 57, 128, 95, 161, 34, 93, 184, 11, 200, 188, 1, 10, 12, 219, 45, 28, 504]",0
"[13, 85, 48, 5, 1097, 216, 426, 422, 6, 5, 251, 19, 101, 307, 272, 8, 575, 9, 37, 373, 307, 21, 6, 5, 296, 47, 65, 817, 1533, 181, 1, 198, 149, 432, 353, 45, 7, 16, 57, 5, 526, 7, 9, 29, 422, 8, 1, 575, 5, 2, 13, 37, 28, 368, 373, 307, 107, 5, 1242, 575, 542, 7, 1, 5, 91, 44]",0
"[125, 22, 15, 118, 302, 99, 6, 527, 26, 82, 306, 4, 131, 10, 15, 119, 257, 25, 8, 19, 39, 395, 101, 220, 21]",0
"[106, 2, 7, 69, 3, 240, 58, 43, 281, 41, 121, 13, 104, 1238, 8, 72, 157, 329, 177, 1382, 148, 737, 354, 166, 1573, 265, 4, 24, 55, 148, 166, 1382, 24, 265, 39, 1382, 24, 8, 19, 701, 3, 5, 940, 1382, 24, 8, 177, 950, 38, 153, 1311, 81, 36, 2, 286, 41, 121, 13]",0
"[40, 3, 3, 8, 371, 18, 376, 30, 6, 16, 18, 24, 57, 142, 18, 376, 144, 37, 1, 3, 90, 2, 19, 23, 4, 38, 118, 13, 85, 48]",0
"[109, 6, 1, 9, 43, 79, 20, 49, 22, 105, 476, 195, 15, 8, 78, 67, 86, 20, 182, 43, 270, 15, 20, 114, 17, 233, 195]",0
"[87, 70, 312, 30, 5, 161, 34, 774, 407, 191, 19, 68, 68, 92, 20, 312, 1, 97, 99, 9, 34, 2, 68, 97, 4, 187, 161, 44, 353]",0
"[29, 46, 118, 48, 6, 34, 191, 92, 20, 105, 28, 30, 6, 38, 77, 488, 32, 44, 27, 635, 230, 750]",0
"[2, 24, 8, 112, 45, 28, 107, 80, 15, 342, 38, 36, 58, 20, 62, 32, 378, 24, 5, 710, 646, 5, 44, 347, 366, 77, 24, 230, 337, 2, 24, 646, 1, 74, 77, 2, 24, 13, 581, 646, 81, 36]",0
"[10, 55, 91, 2, 13, 40, 2, 8, 45, 196, 27, 115, 8, 47, 67, 7, 320, 99, 181, 6, 161, 149, 149, 80, 92, 20, 148, 32, 72, 5, 260, 135]",0
"[470, 154, 51, 23, 36, 294, 26, 3, 2, 24, 3, 5, 90, 302, 6, 590, 135, 1, 3, 4, 24, 12, 5, 53, 39, 260, 516, 21, 347, 71, 14, 51, 1578, 58, 347, 5, 212, 19, 5, 964, 149, 347, 77, 68, 155, 91, 2, 8, 81, 36]",0
"[216, 32, 13, 29, 7, 142, 31, 18, 268, 19, 276, 4, 50, 88, 389, 75, 927, 75, 812, 38, 1, 3, 60, 287, 1, 298, 5, 300, 588, 32, 240, 243, 85, 210, 153, 92, 3, 4, 60, 180, 6, 18, 192]",0
"[40, 122, 5, 115, 122, 722, 27, 126, 8, 356, 122, 192, 47, 501, 117, 39, 94, 122, 921, 94, 122, 14, 13, 40, 122, 225, 27, 6, 1, 104, 1927, 329, 53, 37, 12, 10, 104, 126, 12, 356, 122, 212, 144, 339, 117, 116, 41, 378, 379, 41, 383, 44, 153, 56, 56, 211, 308, 1, 10, 126, 413, 8]",0
"[26, 43, 79, 10, 111, 1, 3, 19, 118, 30, 6, 16, 43, 202, 160, 1006, 47, 160, 28, 43, 55, 2, 8, 4, 25, 217]",0
"[14, 9, 162, 86, 35, 12, 5, 53, 1, 3, 5, 575, 5, 1483, 35, 12, 5, 53, 188, 1, 3, 5, 90, 60, 18, 11, 144, 56, 47, 563, 26, 3, 5, 575, 65, 1483, 36, 58]",0
"[22, 15, 28, 420, 1245, 64, 1932, 665, 492, 2, 1, 77, 41, 80, 13, 1245, 319, 797, 84, 416, 1245, 319, 21, 12, 10, 1245, 981, 729, 22, 285, 8, 183, 64, 5, 576, 1143, 86, 15, 28, 566, 117, 117, 442, 7, 31, 34, 262, 281, 73, 43, 35, 1518, 22, 15, 471, 1, 558, 22, 194, 4, 15, 183, 5, 11, 13, 1, 369, 117, 243, 660, 1077, 278, 2, 1, 448, 12, 278, 117, 26, 22, 26, 326, 85, 758, 12, 68]",0
"[154, 29, 27, 63, 137, 1, 3, 64, 21, 108, 149, 8, 30, 178, 239, 137, 1, 619, 64, 759, 209, 94, 1, 177, 62, 26, 137, 1, 619, 64, 137, 3, 64, 108, 149, 759, 8, 1345, 47, 469]",0
"[29, 7, 1, 3, 152, 35, 55, 188, 26, 34, 1224, 264, 5, 42, 3, 152, 35, 55, 188, 7, 6, 165, 373, 374, 367, 188, 1, 3, 105, 28, 30, 99, 14]",0
"[24, 40, 1, 3, 34, 99, 1015, 9, 34, 99, 68, 3, 13, 69, 128, 1, 3, 90, 24, 1, 166, 297, 19, 235, 405, 1053]",0
"[29, 27, 7, 6, 16, 11, 9, 107, 4, 114, 17, 351, 8, 168, 214, 99, 28, 30, 26, 4, 202, 97, 20, 38, 74, 159]",0
"[2, 174, 107, 10, 79, 112, 45, 95, 76, 11, 13, 787, 38, 111, 159, 1, 83, 195, 2, 24, 13, 1580, 1581, 60, 776, 41, 2, 1, 83, 103, 196]",0
"[51, 36, 58, 20, 60, 137, 6, 4, 34, 252, 9, 26, 23, 4, 54, 253, 50, 157, 387, 1, 3, 26, 4, 34, 252, 41, 54, 1, 3, 183, 137, 251, 18, 41, 4, 1572, 5, 42, 169, 89, 214, 251, 18, 5, 185, 43, 4, 54, 5, 2, 35]",0
"[1246, 48, 13, 51, 135, 53, 509, 5, 2, 13, 153, 798, 252, 19, 6, 65, 53, 147, 113, 9, 1, 3, 4, 590, 26, 243, 148, 27, 1, 51, 53, 135, 369, 369, 252]",0
"[867, 1, 126, 19, 1, 83, 84, 432, 39, 34, 274, 311, 5, 136, 112, 34, 274, 311, 27, 1002, 556, 867, 379]",0
"[26, 3, 48, 26, 4, 25, 84, 125, 22, 825, 117, 201, 8, 117, 261, 1, 22, 19, 47, 446, 285, 716, 8, 272, 8, 73, 696, 12, 5, 343, 37, 696, 455, 28, 26, 6, 4, 5, 218, 37, 1, 608, 65, 220, 1934, 8, 85, 48]",0
"[238, 20, 28, 22, 285, 244, 38, 8, 256, 53, 19, 11, 291, 47, 6, 11, 43, 59, 57, 9, 1, 59, 20, 4, 188, 238, 28, 1, 3, 600, 13, 45, 28, 30, 99, 14]",0
"[29, 82, 10, 16, 64, 203, 37, 45, 28, 1, 83, 76, 1, 255, 1935, 75, 192, 26, 76, 5, 16, 37, 45, 28, 6, 11, 16, 304, 489, 29, 37, 45]",0
"[2, 87, 22, 45, 22, 180, 16, 9, 70, 45, 6, 98, 87, 84, 216, 1125, 367, 8, 95, 47, 23, 5, 1125, 9, 94, 135, 54, 79, 1, 3, 5, 1125, 1247, 89]",0
"[124, 70, 312, 312, 99, 30, 26, 4, 202, 97, 97, 20, 7, 37, 5, 32, 44]",0
"[29, 7, 1, 3, 4, 35, 5, 2, 35, 55, 10, 45, 157, 7, 20, 746, 12, 177, 94, 1, 3, 5, 90, 56, 86, 19, 189, 8, 188, 1, 10, 186, 368, 200, 188, 29, 27]",0
"[95, 36, 58, 60, 2, 8, 14, 19, 120, 14, 10, 465, 8, 95, 155, 337, 81, 36, 24, 63, 51, 76, 3, 4, 8, 113, 755, 5, 42, 658, 245, 8, 4, 8, 113, 147, 20, 178, 38, 244, 4, 5, 146, 119, 65, 303, 214, 598, 6, 16, 5, 185, 63, 6, 3, 337, 5, 42, 47, 9, 8, 5, 388, 1218, 8, 153, 211, 538, 8]",0
"[116, 173, 121, 7, 4, 1147, 458, 131, 131, 121, 105, 1, 257, 257, 441, 51, 448, 99, 12, 87, 9, 121, 51, 4, 202, 1, 10, 105, 56, 86, 38, 116, 44, 19, 22, 15, 94, 12, 171, 76, 771, 20, 173, 26, 10, 206, 12, 1, 116, 5, 115, 27]",0
"[2, 87, 11, 339, 81, 36, 294, 7, 26, 11, 161, 72, 5, 260, 126, 66, 13, 1148, 6, 223, 489, 145, 49, 56, 103, 223, 1079, 75, 103, 386, 72, 86, 1062, 741, 1140, 47, 155]",0
"[2, 560, 43, 4, 25, 118, 17, 30, 99, 34, 191, 19, 82, 90, 863, 37, 97, 616, 139, 522, 8, 93, 352, 180, 17, 34, 24]",0
"[150, 6, 14, 9, 279, 80, 4, 54, 79, 75, 45, 22, 15, 1211, 12, 111, 230, 30, 6, 199, 31]",0
"[6, 31, 18, 254, 140, 181, 37, 231, 131, 131, 213, 169, 82, 354, 21, 37, 18, 12, 69, 5, 31, 1, 10, 52, 6, 102, 37, 146, 31, 21, 689, 110, 180, 20]",0
"[32, 1870, 21, 126, 8, 159, 70, 131, 189, 175, 121, 54, 157, 4, 35, 68, 12, 10, 229, 271, 20, 225, 30, 21, 133]",0
"[98, 29, 142, 115, 126, 722, 413, 5, 324, 1, 10, 73, 113, 413, 116, 44, 366, 16, 303, 1, 34, 1939, 27, 227, 132, 660, 660, 450, 6, 16, 181, 110, 1, 230, 20, 443, 443, 135, 84, 110, 611, 77, 24, 1, 230, 132]",0
"[7, 38, 455, 26, 165, 221, 210, 11, 8, 39, 84, 288, 455, 163, 163, 210, 11, 8, 38, 244, 43, 16, 21]",0
"[31, 18, 57, 27, 256, 70, 274, 111, 187, 110, 74, 1, 10, 288, 92, 20, 70, 45]",0
"[116, 5, 710, 224, 1232, 2, 24, 13, 84, 125, 70, 41, 115, 986, 19, 70, 47, 45, 276, 152, 35, 12, 330, 71, 89, 282]",0
"[14, 41, 4, 25, 19, 120, 42, 15, 9, 266, 111, 178, 109, 45, 38, 105, 67, 9, 753, 6, 44, 170, 3, 71, 44, 21]",0
"[6, 31, 222, 5, 402, 9, 550, 101, 307, 222, 37, 1, 186, 73, 10, 445, 31, 210, 119, 32, 44, 29, 222, 3, 31, 595, 1, 3, 77]",0
"[7, 23, 4, 128, 61, 1, 3, 112, 5, 836, 101, 65, 54, 60, 135, 10, 247, 50, 33, 74]",0
"[6, 374, 168, 80, 9, 1, 10, 372, 7, 6, 18, 88, 9, 29, 35, 1, 3, 5, 152, 56, 86, 6, 207, 487, 182, 92, 357, 474, 116, 129, 8]",0
"[6, 16, 4, 75, 203, 518, 518, 257, 265, 357, 38, 474, 9, 26, 4, 12, 68, 97, 101, 396, 75, 39, 26, 111, 135, 93, 9, 13, 73, 75, 203, 20, 116, 83]",0
"[15, 97, 1943, 17, 11, 41, 4, 127, 37, 45, 19, 67, 1, 212, 44, 74, 177, 11, 229, 41, 4, 15, 5, 2, 24]",0
"[22, 15, 1, 38, 168, 13, 6, 22, 17, 15, 8, 238, 8, 67, 339, 105, 28, 365, 8, 46, 17, 9, 63, 7, 218, 13, 2]",0
"[352, 2, 55, 22, 15, 1, 83, 139, 82, 15, 45, 28, 400, 8, 165, 1370, 185, 39, 213, 101, 28, 30, 117, 22, 9, 82, 15, 257, 28, 32, 44, 72, 12, 278, 2, 240, 58, 188, 51, 6, 400, 180, 280]",0
"[14, 17, 48, 13, 2, 172, 349, 155, 17, 95, 499, 10, 12, 51, 1, 46, 22, 15, 371, 18, 22, 17, 9, 95, 46, 48, 2, 13]",0
"[122, 5, 115, 122, 118, 1, 177, 62, 425, 99, 78, 311, 9, 49, 3, 846, 24, 91, 126, 879]",0
"[7, 6, 67, 16, 18, 96, 9, 69, 80, 13, 2, 45, 30, 90, 2, 68, 514, 19, 97, 32, 383, 5, 631]",0
"[23, 4, 66, 149, 127, 20, 1, 3, 76, 148, 22, 15, 38, 4, 15, 665, 58, 134, 98]",0
"[459, 80, 13, 70, 105, 45, 142, 15, 6, 122, 22, 15, 104, 45, 144, 15, 108, 110, 194, 38, 308, 65, 12, 68]",0
"[31, 96, 852, 43, 4, 310, 389, 346, 181, 45, 144, 262, 205, 9, 1, 3, 4, 26, 353, 11, 61, 624, 1, 255, 877, 1045, 281, 180, 77]",0
"[29, 27, 23, 31, 18, 57, 40, 1, 3, 28, 37, 213, 357, 638, 1, 10, 189, 55, 73, 1311, 638, 1, 10, 272, 56, 86, 6, 5, 161, 80, 80, 49, 56, 20]",0
"[13, 29, 1, 3, 31, 18, 57, 8, 73, 474, 20, 1, 186, 55, 55, 109, 99, 14, 32, 44, 574, 6, 115, 13]",0
