review_token,aspects
"[2, 8, 33, 14, 22, 25, 526, 62, 177, 19, 68, 68, 3, 4, 91, 126, 44, 116, 383, 115, 41, 25, 562, 19, 292, 103, 697, 831, 60, 229, 5, 2, 24, 166, 4, 91, 126, 12, 14, 207, 1235, 81, 36]","[1, 0, 1, 1]"
"[579, 3, 54, 79, 119, 181, 914, 37, 5, 146, 31, 18, 461, 62]","[0, 1, 0, 0]"
"[74, 6, 141, 141, 18, 205, 92, 1, 3, 4, 1098, 332, 493, 28, 10, 73, 205, 52, 102, 38, 205, 250]","[0, 1, 0, 1]"
"[125, 22, 19, 221, 15]","[0, 0, 1, 0]"
"[1, 678, 91, 2, 13, 22, 45, 8, 6, 31, 18, 96, 41, 200, 140, 73, 3, 80, 4, 20, 797, 8, 1, 3, 21, 4, 37, 146, 59, 588, 21, 18, 96, 8, 1, 14, 2, 28, 18, 96, 24, 5, 404, 361, 47, 6, 5, 59, 135, 82, 90, 2, 24, 8, 49, 20, 146, 59, 135, 18, 96, 8, 150, 74]","[1, 1, 0, 1]"
"[22, 204, 38, 1, 549, 115, 212]","[0, 0, 1, 0]"
"[2, 1, 83, 23, 4, 130, 332, 1517, 20, 1, 3]","[1, 0, 0, 1]"
"[7, 6, 718, 589, 128, 88, 8, 24, 34, 361, 9, 29, 82, 7, 154, 2, 12, 10, 37, 49, 5, 240, 15, 381, 24, 88, 229, 3, 10, 152, 279, 182, 20, 228, 35, 254, 19, 10, 146, 204, 43, 59, 18, 88, 470, 18, 6, 59, 27, 34, 361, 24, 33, 74, 6, 551, 80, 7, 10, 36, 196, 33, 74]","[0, 1, 1, 1]"
"[6, 97, 21, 365, 1236, 619, 502, 2, 1, 3, 5, 90]","[1, 0, 0, 0]"
"[14, 17, 3, 4, 209, 42, 12, 193, 4, 170, 122, 321]","[0, 0, 1, 1]"
"[714, 159, 6, 80, 807, 421, 5, 552, 108, 75, 82, 10, 440, 1363, 139, 7, 6, 31, 18, 16, 21]","[0, 0, 1, 1]"
"[410, 8, 111, 17, 107, 80, 51, 21, 1814, 1006, 157, 21, 157, 21, 4, 202, 410, 8, 110, 185, 119, 238, 276, 1, 83, 17, 68, 410, 1, 113, 103, 148, 242, 451, 51, 197, 60, 111, 17]","[1, 0, 0, 1]"
"[7, 33, 46, 2, 13, 60, 3, 129, 4, 149, 209, 12, 151, 135, 808]","[0, 0, 0, 1]"
"[55, 55, 138, 241, 6, 102, 41, 11, 16, 9, 5, 1484, 49, 61, 59, 145, 16]","[0, 1, 0, 1]"
"[1541, 132, 29, 271, 945, 531, 5, 1065, 8, 726, 27, 531, 61, 1, 177, 13, 132, 434, 10, 168, 5, 972, 170, 5, 531, 263, 446, 19, 1, 726, 21, 27, 132, 201, 38, 1, 849, 271, 945, 531, 26, 726, 121, 531, 269, 26, 6, 44, 7, 254, 13, 58, 81, 36]","[1, 0, 0, 1]"
"[79, 11, 9, 49, 22, 15, 482, 103, 4, 25, 1881, 537, 5, 185, 734, 94, 47, 49, 45, 4, 66, 119, 75, 130, 103, 64, 1, 882, 32, 1315, 20, 545, 66, 75, 36, 592, 12, 71, 830]","[1, 0, 1, 1]"
"[107, 23, 15, 112, 167, 1, 3, 152, 30, 6, 1237, 252, 5, 2, 724, 5, 7, 47, 6, 373, 568, 437, 1, 5, 1882, 116, 44]","[1, 0, 0, 1]"
"[7, 16, 96, 138, 241, 6, 102, 19, 375, 360, 219, 9, 5, 2, 37, 351, 7, 61, 16, 96, 265, 7, 161, 21, 41, 59, 329, 96, 86, 98, 181, 37, 351, 8, 281, 6, 780, 474, 13]","[0, 1, 0, 0]"
"[2, 12, 33, 32, 323, 1, 3, 4, 66, 50, 54, 5, 42, 97, 86, 207, 41, 430, 430, 157, 329, 329, 359, 65, 348, 1883, 165, 16, 81, 36]","[1, 1, 0, 1]"
"[126, 189, 35, 302, 99, 14, 302, 6, 204, 126, 189, 496, 9, 49, 20, 46, 257, 169, 323, 21, 4, 91, 432, 99, 174, 323, 79, 253, 50, 30, 99, 14, 32, 72, 44, 60, 137, 16, 34, 262, 169, 11, 107, 140, 19, 34, 117, 169, 19, 32, 25, 8, 12, 837, 157, 340, 29, 25, 25, 67, 93, 25, 69, 72, 280, 177, 340, 1884, 37, 1, 10, 17]","[1, 0, 1, 1]"
"[125, 22, 15, 33, 111, 19, 67, 786, 435, 5, 136, 229, 41, 182, 20, 390, 91, 2, 1489, 68, 12, 71, 668, 77, 412, 197, 76]","[0, 1, 1, 1]"
"[2, 13, 1, 3, 1364, 12, 44, 43, 77, 12, 6, 16, 33, 5, 162, 2, 229, 66, 409, 68, 9, 1, 199, 43, 77, 12, 165, 846, 1238, 1238, 733, 458, 308, 460, 48, 556, 602, 154, 928, 928, 928, 28, 5, 836, 65, 815, 1186, 129, 157, 55, 12, 557, 19, 142, 688, 65, 815, 55, 12, 23, 5, 620, 272, 12, 221, 80, 1110]","[0, 0, 0, 1]"
"[23, 161, 16, 437, 121, 11, 112, 235, 165, 91, 52, 437, 351, 52, 1, 134, 30, 52, 6, 7, 251, 71, 91, 184, 68, 47, 1, 3, 229, 216, 5, 547, 142, 219, 5, 547, 121, 165, 11, 37, 216, 5, 547, 224, 6, 197, 19, 161, 319, 21, 234, 56, 20, 1542, 197, 21, 161, 44, 21, 353, 8, 27, 81, 36]","[0, 1, 0, 0]"
"[570, 1885, 48, 160, 20, 295, 18, 57, 781, 9, 13, 7, 23, 115, 18, 37, 45, 206, 6, 16, 30, 605, 445, 16, 6, 144, 362, 18, 116, 129, 132]","[1, 1, 0, 0]"
"[29, 112, 163, 163, 27, 30, 109, 160, 34, 2, 68, 47, 97, 803, 19, 77, 1071, 47, 160, 2, 6, 115, 69, 85, 27]","[1, 0, 0, 0]"
"[516, 61, 71, 44, 142, 69, 37, 1, 3, 336, 105, 20, 376, 5, 445, 54, 8, 30, 872, 109, 14, 254]","[1, 0, 0, 0]"
"[390, 96, 633, 19, 96, 88, 55, 48, 95, 6, 31, 5, 2, 361, 206, 18, 59, 299, 4, 272, 281, 1, 101, 314, 18, 13, 1, 83, 17, 490, 171, 150, 1, 83, 17, 1, 10, 351, 12, 198, 195, 1886, 180, 16, 20, 370]","[0, 1, 0, 1]"
"[107, 79, 75, 346, 5, 185, 198, 20, 384, 189, 6, 34, 191, 47, 49, 56, 32, 5, 44, 21, 7, 16, 1313, 24, 487, 223, 112, 16]","[1, 0, 0, 1]"
"[276, 35, 169, 258, 177, 240, 161, 14, 55, 188, 109, 1, 573, 97, 4, 13, 35, 343, 99, 311, 915, 27, 258, 39, 16, 248, 622, 647, 1034, 19, 276, 35, 19, 361, 200, 5, 121, 94, 258, 278, 358, 4, 35, 38, 1887, 653]","[1, 0, 0, 1]"
"[121, 23, 11, 41, 16, 445, 12, 343, 1, 10, 1072, 445, 112, 10, 41, 16, 157, 699, 6, 11, 16, 880, 1, 164, 62, 369, 239, 113, 282, 229, 41, 164, 353, 11, 20, 597, 209, 162, 6, 1543]","[1, 0, 0, 1]"
"[6, 11, 16, 151, 335, 9, 186, 410, 11, 151, 335, 582, 60, 45, 9, 138, 92, 78, 1, 608, 21, 28, 103, 196, 485, 55, 304]","[1, 0, 0, 1]"
"[285, 15, 6, 342, 4, 15, 181, 37, 105, 28, 30, 99, 14, 975, 99, 14, 40, 49, 20, 105, 8, 345, 261, 55, 48, 56, 2, 13]","[1, 0, 0, 0]"
"[35, 8, 257, 257, 28, 4, 8, 38, 1, 211, 30, 25, 14, 7, 6, 371, 18, 16, 38, 177, 443, 41, 19, 117, 185, 7, 47, 14, 19, 22, 134, 140, 348, 1, 255, 16, 21, 81, 36, 446, 1301, 44]","[1, 0, 1, 1]"
"[51, 1, 243, 29, 22, 12, 428, 30, 2, 14, 14, 20, 40, 37, 51, 46, 17, 280, 51, 3, 4, 661, 5, 136, 38, 128, 51, 1, 1544, 26, 3, 4, 89, 2, 13, 12, 275, 22, 15, 19, 68, 659, 31, 18, 4, 12, 57, 72, 153, 1, 10, 15, 377, 20, 40, 1, 113, 877, 344, 27, 26, 1, 23, 65, 57, 27, 228, 345, 2, 8, 72, 26, 22, 15, 468, 2, 8, 47, 164, 571, 8, 89, 15]","[0, 1, 1, 1]"
"[6, 31, 18, 579, 71, 44, 4, 177, 1888, 12, 6, 355, 208, 208, 178, 46, 257, 323, 61, 624, 13, 2, 84, 5, 60, 229, 43, 4, 74, 419, 323, 23, 74, 4, 24]","[1, 0, 0, 1]"
"[121, 4, 54, 253, 50, 112, 131, 208, 45, 30, 99, 14, 786, 117, 248, 7, 1545, 1, 9, 219, 56, 20, 390, 91, 223, 12, 265, 121, 69, 34, 2, 13, 41, 4, 50, 54]","[1, 0, 0, 0]"
"[11, 29, 112, 235, 30, 52, 6, 134, 19, 274, 47, 1, 311, 276, 4, 1006, 19, 202, 527, 9, 29, 5, 136, 1, 166, 152, 35, 8, 116, 383, 5, 446, 378, 24]","[1, 1, 0, 1]"
"[2, 13, 14, 73, 32, 72, 328, 41, 63, 13, 7, 23, 16, 18, 88, 12, 128, 205, 265, 184, 407, 40, 1, 3, 112, 275, 8, 52, 281, 1, 134, 30, 52, 261, 6, 71, 89, 205, 29, 148, 27, 32, 72, 5, 64, 367, 12, 196]","[0, 1, 0, 1]"
"[946, 80, 1546, 51, 320, 53, 35, 28, 66, 50, 130, 236, 92, 5, 90, 234, 5, 618, 47, 2, 1, 77, 56, 20, 103, 66, 42, 401, 26, 5, 618, 618, 47, 98, 1070, 319, 21, 98, 74, 427]","[1, 0, 0, 1]"
"[1889, 426, 523, 20, 1, 83, 373, 704, 426, 142, 80, 80, 354, 69, 186, 704, 104, 82, 161, 149, 43, 354, 37, 1, 3, 60, 71, 632]","[1, 0, 0, 0]"
"[2, 694, 55, 13, 99, 14, 117, 22, 185, 477, 107, 4, 28, 1, 77, 13, 2, 5, 147, 8, 186, 391, 73, 80, 217, 7, 6, 11, 192, 147, 73, 186, 391, 80, 467, 13, 2, 1, 77, 14, 541, 89, 214, 13]","[1, 0, 1, 1]"
"[29, 138, 5, 1239, 51, 131, 78, 27, 19, 142, 51, 605, 234, 973, 65, 136, 116, 129, 41, 7, 257, 16, 27, 513, 13, 334, 7, 316, 38, 58, 26, 7, 6, 166, 372, 81, 36]","[0, 1, 0, 0]"
"[173, 7, 240, 58, 62, 365, 155, 9, 60, 10, 168, 13, 38, 293, 74, 32, 13, 29, 27, 7, 30, 6, 31, 18, 16, 96, 19, 6, 10, 462, 59, 19, 82, 7, 23, 4, 287, 96, 29, 92, 1, 3]","[0, 1, 0, 1]"
"[30, 7, 1, 31, 88, 5, 140, 13, 9, 29, 138, 241, 7, 38, 78, 19, 7, 64, 5, 876, 360, 241, 234, 10, 876, 7, 31, 88, 2, 13, 32, 72, 84, 356, 103, 148]","[0, 1, 0, 0]"
"[79, 466, 89, 66, 119, 5, 42, 6, 148, 70, 45, 30, 109, 191, 56, 109, 185, 14, 93, 43, 374, 47, 67, 1, 207, 279, 128, 69, 5, 331, 467, 48, 171, 31, 158, 31, 18, 8, 358, 23, 164, 232, 37, 5, 110, 1547]","[1, 0, 0, 1]"
"[7, 240, 58, 62, 2, 8, 48, 14, 9, 29, 7, 1, 3, 4, 54, 12, 10, 5, 42, 29, 1, 3, 26, 64, 25, 198, 22, 15, 2, 694, 55, 13]","[1, 0, 1, 1]"
"[6, 67, 34, 24, 1840, 71, 63, 23, 221, 19, 204, 18, 37, 1, 3, 11, 30, 204, 11, 10, 930, 265, 102, 138, 52, 82, 693, 47, 10, 52, 135, 9, 92, 20, 1, 3, 11, 250, 206, 350, 7]","[0, 1, 0, 1]"
"[61, 5, 115, 97, 80, 20, 41, 79, 142, 5, 115, 37, 45, 19, 110, 118, 30, 109, 160, 14, 316, 34, 191, 56, 20, 316, 99, 68, 92, 118]","[1, 0, 0, 0]"
"[74, 128, 12, 265, 7, 16, 268, 633, 7, 11, 305, 944, 52, 128, 13, 210, 356, 52, 7, 371, 41, 11, 88, 96, 19, 1, 10, 462, 71, 747, 19, 41, 55, 88, 96, 264, 6, 7, 166, 284, 94, 5, 18, 268, 633, 32, 224, 52, 7, 142, 52, 7, 224, 13, 7, 947, 58, 7, 104, 81, 36, 446, 129]","[0, 1, 0, 1]"
"[23, 16, 273, 86, 30, 52, 7, 71, 89, 295, 16, 9, 745, 146, 286, 327, 251, 62, 250, 6, 5, 161, 279, 80, 92, 177, 94]","[0, 1, 0, 1]"
"[122, 65, 136, 122, 1890, 1, 10, 260, 37, 104, 22, 78, 159, 2, 171, 16, 21, 54, 79, 324, 19, 267, 70, 1, 3, 281, 178, 178, 281, 110, 51, 225, 131, 131]","[1, 0, 0, 1]"
"[2, 13, 450, 56, 91, 361, 1, 27, 7, 10, 18, 117, 35, 5, 2, 361, 29, 21, 4, 25, 5, 2, 24, 13, 119, 756, 65, 18, 57, 595, 7, 10, 18, 117, 2, 24, 13, 116, 83]","[0, 1, 0, 0]"
"[32, 72, 22, 25, 12, 1548, 130, 376, 562, 60, 7, 46, 4, 25, 12, 637, 130, 26, 637, 580, 22, 40, 5, 202, 12, 100, 339, 269, 26, 6, 22, 25, 12, 1548, 130, 7, 36, 58, 76]","[0, 0, 1, 0]"
"[32, 72, 7, 6, 31, 18, 96, 12, 205, 29, 49, 1, 3, 4, 35, 8, 30, 6, 10, 410, 767, 704, 699, 18, 6, 59, 9, 5, 2, 37, 61, 16, 18]","[0, 1, 0, 0]"
"[220, 16, 57, 19, 11, 34, 52, 140, 508, 8, 23, 11, 34, 52, 5, 273, 30, 52, 22, 9, 5, 745, 272, 52, 1, 134, 225, 80, 51]","[0, 1, 0, 1]"
"[411, 48, 243, 617, 229, 77, 100, 9, 145, 27, 411, 15, 40, 1, 640, 107, 316, 120, 42, 40, 15, 10, 12, 315, 80, 29, 1, 86, 20, 254, 15, 148]","[0, 0, 1, 0]"
"[14, 48, 14, 25, 8, 9, 32, 98, 2, 8, 45, 8, 182, 86, 1, 168, 10, 15, 9, 45, 8, 1, 32]","[1, 0, 1, 0]"
"[600, 6, 371, 18, 268, 9, 49, 22, 15, 850, 136, 48, 15, 5, 79, 15, 5, 687, 265, 55, 390, 91, 1, 18]","[0, 0, 1, 0]"
"[426, 11, 33, 141, 360, 6, 219, 9, 39, 426, 149, 113, 63, 297, 96, 1, 3, 5, 77, 33, 74]","[0, 1, 0, 1]"
"[206, 26, 16, 38, 71, 377, 9, 139, 7, 92, 20, 103, 239, 220, 176, 6, 80, 16, 1, 10, 390]","[0, 1, 0, 0]"
"[13, 85, 48, 23, 31, 18, 57, 184, 52, 1, 3, 30, 52, 8, 134, 290, 239, 94, 20, 1200, 20, 49, 3, 29, 63, 23, 31, 34, 184, 52, 112, 235, 110, 225, 28, 112, 235, 689]","[0, 1, 0, 1]"
"[12, 1069, 72, 26, 23, 108, 1365, 150, 431, 99, 8, 84, 37, 384, 384, 238, 280, 1549, 923, 137, 6, 11, 41, 16, 84, 180, 16]","[1, 0, 0, 1]"
"[6, 16, 64, 10, 25, 12, 14, 181, 37, 72, 73, 1073, 217, 139, 22, 17, 21, 26, 1, 298, 27, 27, 6, 5, 405, 110, 20]","[0, 0, 1, 1]"
"[32, 43, 329, 1891, 153, 71, 739, 323, 4, 34, 1306, 642, 1891, 1030, 6, 122, 44, 2, 24, 81, 36]","[1, 0, 0, 1]"
"[29, 13, 2, 109, 14, 163, 28, 32, 72, 5, 260, 21, 225, 26, 23, 90, 39, 105, 28, 13, 2, 29, 27, 1, 177, 2, 143, 26, 90, 105, 157, 23, 90, 54, 79, 163, 1, 144, 144, 32, 260, 21, 13, 2, 662]","[1, 0, 0, 1]"
"[6, 199, 360, 9, 276, 23, 4, 146, 31, 18, 21, 142, 7, 605, 964, 89, 34, 68, 234, 22, 77, 838, 598, 12, 56, 106]","[0, 1, 0, 1]"
"[2, 13, 87, 86, 112, 105, 170, 10, 2, 68, 12, 186, 153, 2, 13, 1, 34, 21, 84, 10, 12, 23, 53, 2, 13, 233, 1, 77]","[1, 0, 0, 1]"
"[53, 2, 13, 73, 43, 4, 50, 9, 178, 400, 1209, 70, 45, 82, 79, 70, 131, 257, 459, 76, 32, 98, 71, 44, 21, 33, 87, 86]","[1, 0, 0, 1]"
"[2, 603, 62, 32, 6, 102, 18, 1, 59, 63, 1106, 402, 414, 30, 156, 6, 1, 317, 31, 18, 6, 67, 181, 402, 414, 156, 10, 371, 313, 10, 770, 71, 747, 1207, 12, 150, 1366, 84, 38, 1106, 148]","[0, 1, 0, 1]"
"[36, 58, 200, 62, 1, 10, 523, 641, 12, 3, 5, 547, 151, 296, 188, 1210, 331, 17, 115, 139, 13, 1, 10, 331, 47, 206, 5, 296, 146, 9, 29, 1, 5, 331, 124]","[0, 0, 0, 1]"
"[126, 189, 14, 19, 546, 416]","[1, 0, 0, 0]"
"[6, 31, 18, 303, 9, 1, 948, 5, 77, 30, 138, 6, 102, 77, 241, 9, 92, 5, 2, 49, 61, 16, 28, 372, 85]","[0, 1, 0, 0]"
"[2, 1, 485, 1, 83, 22, 15]","[0, 0, 1, 1]"
"[66, 266, 14, 73, 15, 22]","[1, 0, 1, 0]"
"[2, 12, 125, 22, 15, 33, 656, 46, 45, 339, 30, 191, 211, 32, 44, 21, 72, 84, 15, 28, 1, 199, 26, 1, 34, 15, 27, 352]","[1, 0, 1, 1]"
"[665, 156, 6, 11, 41, 57, 9, 1, 3, 4, 88, 389]","[0, 1, 0, 1]"
"[155, 9, 15, 125, 22]","[0, 0, 1, 1]"
"[285, 125, 22, 264, 306, 4, 271, 8, 289, 239, 289, 189, 5, 550, 39, 5, 44, 98, 162, 6, 31, 488, 145, 411, 103, 137, 4, 100]","[1, 0, 0, 1]"
"[234, 22, 47, 12, 568, 70, 167, 19, 257, 169, 13, 60, 267, 1367, 16, 161, 4, 340, 25, 118, 8, 216, 459, 5, 42, 30, 90, 202, 5, 42, 97, 20, 30, 191, 5, 344, 647, 434, 3, 44, 21, 274, 8, 666, 56, 12, 68, 12, 97, 616, 276, 43, 4, 170, 391, 348, 267, 1, 167, 157, 208, 21, 32, 383, 44, 27, 36]","[1, 0, 0, 1]"
"[1550, 134, 14, 19, 359, 499, 251, 89, 287, 169, 78, 71, 44, 43, 2, 13, 461, 41, 53, 79, 25, 20, 89, 214, 1892, 287, 68, 12, 37, 1368, 103, 202, 12, 78, 978]","[1, 0, 1, 0]"
"[26, 326, 71, 377, 18, 198, 3, 58]","[0, 1, 0, 0]"
"[579, 73, 428, 20, 12, 87, 142, 53, 10, 234, 580, 124, 2, 257, 169, 38, 345, 39, 149, 65, 220, 21, 30, 185, 6, 658, 308, 722, 1071, 6, 728, 41, 595, 7, 197, 62, 26, 6, 71, 44, 7, 53, 224]","[1, 0, 0, 1]"
"[7, 36, 200, 269, 4, 93, 97, 36, 497, 58, 60, 178, 137, 34, 41, 4, 54, 79, 1, 3, 659, 95, 36, 200, 58, 269, 44, 51, 36, 93, 58]","[1, 0, 0, 1]"
"[14, 1132, 13, 2, 108, 254, 28, 1, 221, 47, 15, 29, 13, 40, 1, 3, 5, 90]","[1, 0, 1, 1]"
"[13, 85, 48, 433, 6, 11, 18, 16, 88, 9, 1, 59, 18, 32, 383, 44]","[0, 1, 0, 1]"
"[14, 279, 25, 100, 9, 26, 3, 104, 153, 1, 1893, 9, 71, 44, 89, 214, 147, 28, 146, 1839, 488, 294, 347, 25, 22, 12, 100, 816, 14, 41, 9, 12, 629, 629, 20]","[0, 1, 1, 0]"
"[150, 441, 53, 8, 14, 9, 29, 67, 67, 2, 8, 118, 124, 27, 15, 8, 118, 47, 7, 6, 1369, 248, 218, 1349, 218, 252, 1240, 575, 9, 92, 20, 118, 8, 3, 3, 7, 1370, 47, 159, 185, 73, 325, 325, 2, 13]","[1, 0, 0, 1]"
"[279, 80, 11, 18, 16, 305, 335, 138, 102, 9, 231, 18, 16, 1, 59]","[0, 1, 0, 0]"
"[192, 17, 12, 57, 165, 4, 50, 9, 26, 10, 12, 57, 22, 12, 1, 3, 11, 1, 93, 1133, 116, 129, 12, 1, 830, 347, 3, 4, 91, 100, 41, 2, 8, 48, 14, 38, 9, 60, 26, 23, 4, 10, 12, 57, 38, 193, 1, 3, 4, 38, 595, 7, 36, 58, 62, 269, 7, 36, 58, 26, 328, 8, 6, 504, 9, 32, 504, 84, 34, 206, 12, 56, 177, 12, 68, 662, 86, 21, 7, 62]","[0, 1, 0, 1]"
"[2, 12, 126, 284, 33, 33, 33, 174, 54, 20, 3, 466, 788, 111, 788, 619, 1, 3, 101, 41, 4, 66, 119, 784, 240, 58, 788, 5, 1894, 153, 1551, 24, 1202, 1552, 366, 13, 1, 100]","[1, 0, 0, 1]"
"[727, 20, 115, 119, 118, 43, 79, 30, 99, 97, 43, 90, 2, 68, 47, 97, 234, 195, 2, 8, 32, 44, 21, 41, 168, 13, 27, 81, 36]","[1, 0, 0, 1]"
"[2, 13, 14, 449, 261, 43, 4, 9, 116, 98, 5, 78, 15, 8, 145, 7, 4, 326, 15, 8, 22, 28, 67, 21, 15, 8, 116, 5, 44, 21, 173, 7, 36, 58]","[0, 0, 1, 1]"
"[22, 17, 15, 183, 26, 15, 5, 209, 66, 149, 13, 21, 54, 79, 22, 15, 139, 1, 5, 644, 62, 66, 38, 22, 12, 151, 183, 4, 202, 302, 22, 15, 9, 26, 21, 54, 1, 10, 15, 38, 49, 92, 484, 1, 10, 12, 102, 102]","[0, 0, 1, 0]"
"[2, 55, 13, 7, 74, 91, 2, 35, 82, 7, 4, 54, 79, 40, 131, 131, 224, 19, 838, 45, 10, 55, 91, 2, 35]","[1, 0, 0, 1]"
"[84, 53, 121, 74, 112, 126, 79, 24, 1, 3, 648, 112, 772, 38, 103, 4, 42, 282, 62, 158, 84, 5, 319, 33, 74, 580, 87, 17]","[1, 0, 0, 1]"
"[13, 2, 14, 449, 7, 434, 22, 12, 1035, 167, 157, 22, 15, 26, 22, 15, 7, 48, 61, 56, 86, 434, 94, 4, 54, 27, 26, 23, 4, 25, 245, 53, 20, 153, 1, 495, 15, 1318, 167, 28, 368]","[1, 0, 1, 1]"
"[7, 6, 31, 265, 418, 138, 6, 102, 19, 1895, 92, 1, 3, 90, 142, 7, 605, 31, 18, 235, 9, 138, 1, 224, 124]","[0, 1, 0, 1]"
"[326, 294, 26, 23, 240, 15, 94, 84, 125, 22, 33, 111, 1, 168, 48, 10, 15, 73, 113, 80, 499, 26, 71, 89, 94, 48, 1, 629, 7, 23, 4, 179, 228, 4, 15, 280, 15, 8, 1, 3, 5, 270]","[0, 0, 1, 1]"
"[18, 88, 7, 6, 31, 91, 295, 205, 19, 1540, 632, 140, 98, 9, 29, 7, 140, 6, 39, 5, 146, 18, 88, 21, 19, 29, 276, 7, 23, 251, 21, 1896, 45, 60, 7, 1134, 49, 314, 145, 16, 32, 17, 13, 338]","[0, 1, 0, 1]"
"[470, 24, 362, 1897, 265, 7, 59, 18, 268, 886, 96, 267, 41, 93, 535, 295, 692, 767, 241, 29, 297, 7, 41, 4, 267, 19, 68, 68, 265, 42, 658, 1, 3, 30, 5, 391, 441, 49, 3, 7, 297, 767, 42, 264, 26, 265, 185, 19, 1306, 44, 20, 30, 18, 7, 41, 93, 535, 116, 83, 19, 59, 297, 7, 65, 535, 42, 81, 36, 61]","[1, 0, 0, 0]"
"[29, 63, 70, 502, 82, 4, 5, 1553, 756, 65, 357, 511, 502, 19, 114, 17, 43, 5, 690, 30, 61, 97, 20, 32, 71, 44, 21, 81, 36]","[1, 0, 0, 1]"
"[266, 14, 9, 22, 17, 15]","[0, 0, 1, 1]"
"[2, 118, 17, 163, 679, 30, 109, 185, 14]","[1, 0, 0, 0]"
"[15, 8, 125, 1362, 330]","[0, 0, 1, 0]"
"[26, 195, 1, 3, 51, 213, 89, 66, 13, 113, 379, 224, 66, 12, 51, 23, 60, 66, 12, 51, 23, 4, 94, 33, 524, 43, 51, 4, 894]","[0, 0, 1, 0]"
"[150, 2, 8, 14, 73, 434, 279, 285, 39, 44, 7, 239, 23, 16, 642, 88, 121, 7, 698, 43, 31, 642, 88, 37, 224, 65, 1135, 220]","[1, 0, 0, 1]"
"[6, 14, 1, 10, 285, 157, 188, 105, 67, 105, 229, 214, 121, 176, 19, 47, 426, 307, 9, 12, 110, 225, 94, 24, 1, 298, 284, 435, 41, 147, 19, 28, 712, 48, 13, 110, 615, 280, 82, 23, 31, 222, 141, 17]","[1, 1, 0, 1]"
"[70, 167, 1, 177, 2, 394, 408, 264, 55, 39, 373, 1108, 151, 2, 157, 296, 151, 136, 47, 6, 101, 1108, 568, 56, 93, 39, 3, 383, 5, 864, 263]","[1, 0, 0, 1]"
"[190, 31, 88, 52, 5, 371, 9, 18, 61, 59, 260, 72, 190, 284, 8, 228, 37, 277]","[0, 1, 0, 1]"
"[29, 27, 63, 70, 38, 1214, 214, 189, 35, 271, 213, 9, 35, 8, 651, 968, 107, 279, 315, 148, 28, 26, 196, 28, 1898, 197, 20, 67, 67, 6, 11, 57, 290]","[1, 0, 0, 1]"
"[134, 14, 73, 15, 221]","[0, 0, 1, 1]"
"[712, 29, 63, 2, 13, 70, 274, 87, 27, 30, 109, 5, 136, 43, 90, 2, 68, 97, 20, 9, 43, 90, 24, 37, 28, 30, 62, 492, 9, 63, 37, 196, 126]","[1, 0, 0, 1]"
"[6, 14, 2, 4, 5, 658, 42, 97, 763, 25, 983, 465, 949, 333, 447, 123, 3, 112, 104, 501, 16, 377, 801, 26, 38, 108, 267, 295, 16, 84, 192, 27, 19, 522, 44, 511, 17, 260, 21, 126]","[1, 1, 1, 1]"
"[14, 48, 9, 22, 17, 15, 8]","[0, 0, 1, 1]"
"[22, 15, 22, 12, 1, 929, 108, 5, 42, 19, 1, 3, 1356, 26, 11, 148, 3, 1356, 19, 3, 4, 12, 632, 60, 7, 23, 4, 42, 313, 15, 3, 1356, 19, 759, 687, 3, 7, 337, 5, 42, 514, 26, 3, 7, 31]","[1, 0, 1, 0]"
"[33, 155, 73, 22, 15]","[0, 0, 1, 1]"
"[2, 14, 9, 32, 126, 66, 50, 3, 113, 413, 8, 49, 78, 211, 4, 931, 66, 50, 5, 24, 49, 666, 91, 56, 517, 170, 3, 383, 1104]","[1, 0, 0, 1]"
"[39, 108, 473, 9, 37, 108, 12, 68, 135, 31, 18, 587, 57, 473, 27]","[0, 0, 1, 0]"
"[2, 87, 15, 4, 100, 5, 2, 121, 53, 2, 8, 19, 23, 4, 54, 50, 130, 5, 39, 31, 18, 461, 195, 137, 194, 283, 55, 47, 183, 4, 66, 283, 134, 278, 252, 3, 4, 55, 188, 23, 397, 385, 458, 75, 203, 55, 188, 1, 168]","[0, 1, 0, 1]"
"[70, 838, 367, 152, 35, 271, 263, 19, 189, 257, 564, 6, 16, 24, 116, 5, 260, 353, 8]","[1, 0, 0, 1]"
"[6, 14, 71, 104, 47, 25, 1337, 12, 359, 289, 554, 32, 5, 226, 41, 210, 288, 16, 8, 89, 128, 65, 223, 60, 151, 2, 119, 49, 114, 81, 36, 612, 28]","[0, 1, 1, 1]"
"[85, 48, 132, 107, 6, 31, 88, 9, 1, 119, 59, 74, 427]","[0, 1, 0, 1]"
"[574, 5, 69, 39, 57, 347, 3, 4, 309, 333]","[0, 1, 0, 0]"
"[24, 569, 2, 1, 77, 194, 23, 4, 37, 146, 16, 758, 304, 194, 12, 1, 830, 23, 4, 47, 9, 1, 3, 16, 398, 2, 1, 77]","[0, 1, 0, 1]"
