review_token,Satisfaction
"[210, 826, 16, 85, 30, 7, 6, 31, 16, 82, 362, 13, 63, 362, 37, 6, 16, 21]",0
"[125, 22, 15, 107, 35, 5, 212, 13, 279, 182, 119, 213, 15, 12, 33, 111, 70, 45, 47, 208]",0
"[2, 124, 86, 69, 16, 145, 1, 3, 54, 203, 28, 43, 55, 16, 26, 1, 3, 4, 32, 540, 98]",0
"[225, 21, 318, 25, 37, 70, 186, 274, 45, 19, 116, 378, 35, 41, 104, 25, 157, 292, 12, 764]",0
"[14, 48, 14, 9, 32, 72, 5, 44, 347, 1, 7, 144, 1987, 1524, 1, 3, 4, 1057, 1329, 102]",1
"[2, 13, 33, 74, 69, 362, 1253, 1988, 18, 144, 713, 674, 148, 13, 18, 119, 175, 19, 146, 176, 21, 19, 35, 219, 53, 508, 175]",0
"[7, 31, 18, 268, 633, 9, 1, 3, 4, 5, 42, 30, 200, 231, 28, 7, 31, 21, 18, 96, 485, 417, 3, 4, 267, 5, 42, 60, 6, 31, 18, 96, 268, 633, 9, 92, 1, 3, 397, 267, 5, 42, 639, 74, 7, 32, 72]",0
"[2, 54, 79, 12, 174, 718, 589, 1, 3, 876, 360, 1, 10, 23, 4, 50, 20, 198, 39, 31, 18, 21, 459, 1154, 183, 54, 5]",0
"[36, 58, 429, 33, 225, 19, 74, 15, 125, 22, 19, 221, 330, 137, 4, 25, 55, 15, 48]",0
"[2, 13, 14, 17, 60, 969, 212, 89, 898, 119, 536, 158, 2, 13, 14, 19, 51, 1, 193, 247, 253, 50, 130, 5, 301, 81, 36, 446, 1031]",1
"[2, 439, 957, 76, 309, 44, 17, 95, 46, 56, 2, 24, 13, 463, 694, 120, 42, 6, 298, 93, 5, 24, 47, 10, 25, 68, 382, 10, 12, 303, 19, 10, 12, 100, 313, 1609, 1558, 2, 24, 2, 308, 160, 89, 214, 202]",1
"[200, 200, 2, 399, 12, 174, 191, 97, 9, 167, 28, 30, 2, 394, 97, 616, 116, 44]",0
"[26, 10, 58, 898, 261, 36, 2, 1, 83, 80, 6, 5, 31, 18, 9, 1, 3, 5, 77, 61, 5, 11, 28, 9, 6, 5, 11, 281, 6, 16, 9, 1, 3, 4, 1, 83, 80, 190]",0
"[2, 12, 33, 74, 7, 6, 1610, 18, 140, 61, 59, 113, 63, 52, 6, 102, 28, 6, 542, 47, 1, 10, 342]",0
"[7, 216, 937, 16, 43, 4, 310, 486, 45, 69, 820, 282, 1060, 69, 59, 606, 23, 4, 55]",0
"[73, 23, 11, 20, 141, 17, 11, 34, 52, 20, 433, 1, 3, 110, 436, 228, 226, 9, 37, 273, 148, 20, 216, 146, 1401]",0
"[173, 854, 78, 123, 617, 97, 9, 1, 10, 120, 143, 19, 1012, 120, 94, 135, 12, 308, 524, 703, 120, 283, 494, 116, 44, 7, 49, 240, 58, 159, 975, 40, 1, 10, 237, 27, 19, 47, 1989, 1990, 404, 1402, 1403, 1991, 19, 30, 14, 703, 143, 1, 3, 77, 19, 355, 36, 58, 62, 975, 506, 6, 104, 58, 21]",0
"[2, 14, 3, 4, 22, 25, 46, 9, 40, 120, 572, 42, 1, 3, 90, 32, 104, 108, 149, 25, 8, 72, 32, 81, 36]",1
"[135, 7, 4, 1992, 27, 181, 82, 147, 1, 10, 145, 28, 147, 8, 330, 8, 182, 135, 250, 32, 72, 5, 44, 21]",0
"[90, 202, 157, 64, 25, 5, 2, 68, 97, 29, 5, 24, 70, 186, 823, 705, 507, 672, 13, 110, 1, 230, 55, 21, 26, 23, 4, 50]",0
"[7, 53, 24, 60, 89, 361, 166, 430, 41, 4, 12, 96, 82, 23, 5, 610, 40, 1, 3, 19, 37, 92, 146, 11, 5, 6, 10, 725, 6, 5, 718, 181, 113, 24, 37, 1, 83, 1, 3, 160, 212, 218, 76, 159, 2, 1993, 13, 803, 185, 20, 843, 23, 373, 1611, 1, 3, 48]",0
"[7, 6, 11, 9, 18, 1, 59, 6, 373, 374, 9, 1, 10, 540, 1019, 1952, 6, 80, 7, 495, 6, 11, 9, 1, 59, 18, 30, 7, 23, 4, 310, 324, 124]",0
"[6, 16, 57, 49, 10, 15, 88, 389, 1612, 206, 1, 10, 15, 5, 57, 57, 233]",0
"[7, 142, 31, 18, 57, 635, 3, 4, 127, 9, 234, 121, 54, 70, 38, 45, 32, 323, 366, 6, 11, 620, 545, 366, 91, 44]",0
"[804, 87, 22, 111, 6, 11, 192, 192, 43, 730, 390, 56, 1995, 394, 38, 26, 4, 75, 1613, 22, 105, 242, 242, 10, 272, 173, 21, 111, 334, 366, 44, 38, 1, 133]",0
"[1, 3, 336, 267, 5, 42, 69, 161, 16, 140, 103, 196, 58, 62, 26, 6, 150, 36, 58, 22]",0
"[454, 13, 155, 56, 24, 7, 46, 4, 528, 280, 528, 4, 435, 19, 3, 79, 955, 42, 561, 100, 693, 42, 5, 344, 21, 355, 2, 129, 17, 48, 41, 210, 232]",1
"[24, 122, 65, 136, 122, 78, 14, 115, 28, 9, 1, 5, 44, 168, 99, 30, 99, 264, 14, 46, 131, 131, 175]",0
"[172, 2, 13, 46, 17, 60, 22, 430, 359, 12, 3, 170, 65, 348, 25, 25, 983, 19, 980, 3, 71, 22, 21]",1
"[58, 20, 471, 906, 314, 199, 11, 13, 2, 46, 102, 80, 314, 137, 371, 18, 140, 80, 137, 11, 235, 82, 137, 161, 11, 21, 149, 11, 37, 52, 241, 258, 5, 102, 80, 138, 52, 258, 102]",0
"[2, 1, 77, 30, 6, 11, 16, 9, 92, 1, 3, 4, 206, 61, 1896, 321, 30, 6, 128, 12, 265, 11]",0
"[6, 16, 9, 1, 3, 64, 50]",0
"[304, 29, 982, 75, 812, 73, 94, 94, 20, 55, 39, 11, 27, 142, 115, 279, 80, 288, 8, 55, 55, 39, 11, 26, 6, 288, 103, 62, 21, 69, 261, 723, 58]",0
"[7, 69, 53, 2, 13, 7, 6, 508, 18, 88, 794, 12, 128, 220, 3, 10, 90, 9, 29, 82, 23, 64, 79, 50, 18, 94, 175, 162, 52, 175, 148, 20, 19, 39, 31, 18, 88, 96, 12, 71, 124, 7, 1222, 508, 18, 88, 96, 128, 37, 1, 948, 7, 400, 5, 180, 32, 240, 83, 19, 26, 3, 224, 52, 220, 12, 43, 31, 18, 88, 794, 12, 1, 3, 5, 34]",0
"[13, 29, 76, 132, 6, 5, 11, 37, 5, 146, 11, 21, 28, 37, 45, 262, 76, 1, 10, 239, 8, 289, 28, 23, 382, 1, 3, 32, 27, 132, 110, 74, 17, 580]",0
"[2, 33, 87, 145, 6, 5, 115, 40, 70, 235, 274, 30, 99, 248, 97, 290, 32, 43, 379, 5, 44, 21, 2, 8]",0
"[16, 18, 96, 206, 847, 1001, 41, 360, 441, 34, 241, 82, 6, 11, 92, 20, 1, 78, 295, 899, 173, 58, 27]",0
"[21, 793, 27, 400, 78, 419, 112, 57, 617, 25, 229, 216, 38, 261, 240, 200, 58, 20, 19, 197, 21]",0
"[69, 20, 16, 69, 4, 54, 79, 80, 6, 1, 3, 5, 90, 28, 168, 19, 39, 207, 279, 239, 28, 521]",0
"[99, 514, 9, 45, 788, 502, 124]",0
"[2, 8, 14, 9, 110, 436, 145, 107, 4, 15, 8, 12, 22, 135, 94, 468, 8, 4, 15, 228, 4, 24, 250]",0
"[1000, 95, 683, 25, 661, 12, 39, 34, 637, 580, 5, 199, 25, 25, 22, 12, 172, 25, 46, 95, 22, 516, 19, 95, 46, 93, 536, 95, 46, 17, 2, 13, 573, 95, 34, 28, 76, 19, 519, 81, 36, 22, 328, 44, 19, 58, 1616, 43, 258]",1
"[122, 1998, 1999, 174, 4, 50, 122, 1, 230, 451, 39, 224, 250, 322, 15, 97, 97, 20]",0
"[13, 85, 6, 16, 18, 268, 267, 223, 40, 140, 96, 154, 49, 10, 855, 27, 43, 356, 257, 26, 16, 18, 68, 180, 154, 76]",0
"[113, 11, 80, 43, 16, 5, 876, 2, 533, 6, 101, 9, 5, 2, 24, 1, 10, 667]",0
"[309, 44, 811, 246, 1005, 225, 886, 13, 1223, 2, 170, 65, 348, 71, 22, 108, 12, 133, 21, 19, 69, 19, 2, 71, 5, 21, 170, 382, 153, 71, 133, 21, 81, 36, 24]",0
"[7, 171, 53, 2, 8, 193, 4, 25, 181, 234, 39, 31, 25, 21, 74, 71, 44, 4, 5, 202, 349, 51, 564, 53, 2, 13, 322, 481, 84, 23, 180, 27]",0
"[15, 125, 22, 15, 20, 6, 487, 182, 61, 113, 15, 32, 72, 710, 366, 1, 155, 4]",0
"[12, 7, 1380, 5, 2, 13, 600, 107, 7, 23, 212, 330, 112, 15, 19, 7, 250, 91, 2, 13, 137, 94, 4, 25, 8, 157, 15, 8, 48]",0
"[29, 82, 7, 4, 35, 1, 97, 271, 634, 24, 56, 271, 1, 82, 32, 5, 44, 21, 378, 24]",0
"[63, 93, 790, 11, 1, 103, 62, 21, 197, 76, 358, 73, 165, 4, 127, 63, 38, 1993, 546, 803, 217]",0
"[247, 98, 75, 6, 1, 123, 23, 4, 1393, 1, 108, 1866, 197, 142, 16, 144, 225]",0
"[40, 2, 8, 1, 3, 5, 77, 48, 1, 3, 5, 4, 93, 25, 8, 30, 69, 441, 53, 6, 74, 795, 32, 5, 44, 27, 74, 290, 26, 512, 196]",0
"[141, 110, 18, 16, 20, 1, 3, 3, 39, 34, 335, 245, 1405, 34, 52, 3, 71, 1109, 184, 11, 1405, 288, 45, 177, 1100, 23, 11, 34, 591, 1556, 20, 235, 373, 426, 28, 521]",0
"[2, 277, 31, 18, 52, 6, 5, 102, 10, 503, 102, 5, 296, 9, 18, 1, 59, 6, 80, 80, 43, 374, 9, 1, 10, 504]",0
"[33, 129, 322, 366, 12, 543, 108, 54, 447, 437, 5, 223, 13, 10, 1, 66, 119, 41, 1064, 385, 881, 2000, 19, 385, 364, 41]",1
"[78, 15, 72, 62, 1, 10, 15, 5, 318, 25, 125, 22, 15, 33, 111, 110, 1, 866, 4]",0
"[429, 233, 23, 4, 50, 76, 11, 47, 15, 28, 1, 320]",0
"[467, 13, 2, 18, 12, 128, 1, 3, 1617, 1794, 76, 85, 27, 485, 8, 156, 278, 185, 93, 8, 156, 161, 31, 18, 12, 128, 1, 3, 93, 667]",0
"[69, 16, 69, 441, 4, 34, 2, 13, 645, 29, 107, 23, 4, 333, 111, 28, 656]",0
"[2001, 2002, 22, 15, 113, 2003, 207, 1119, 213, 4, 90, 21, 15, 21, 183, 1070, 319, 33, 1]",0
"[14, 17, 9, 162, 49, 22, 25, 12, 1, 298]",1
"[78, 14, 274, 109, 30, 109, 6, 527, 78, 1096, 98, 2, 24, 13, 6, 70, 115, 9, 56, 20, 1, 10, 288, 8]",0
"[352, 7, 400, 3, 129, 7, 3, 4, 239, 5, 283, 344, 91, 35, 13, 12, 165, 7, 4, 234, 94, 105, 28, 110, 225]",0
"[449, 7, 71, 14, 13, 13, 24, 84, 110, 194, 1033, 15, 8, 5, 78, 27, 132, 56, 466, 8, 250, 17, 99, 261, 97, 9, 2, 24, 8, 466]",0
"[22, 15, 8, 1, 3, 5, 270, 21, 330, 15, 8, 67, 17, 183, 4, 5, 202, 20, 76, 26, 148, 256, 53, 47]",0
"[52, 7, 22, 9, 29, 107, 23, 176, 1, 3, 91, 432, 52, 1, 134, 7, 547, 151, 296, 1, 10, 504, 13, 358, 43, 2, 55, 1]",0
"[15, 8, 656, 390, 56, 12, 62, 62, 1, 10, 15, 8, 7, 36, 58, 9, 116, 91, 33, 15, 8, 5, 78, 36]",0
"[63, 38, 114, 19, 141, 23, 16, 305, 52, 9, 112, 235, 274, 250, 17, 58, 200, 62, 60, 74]",0
"[40, 2, 8, 178, 178, 1346, 554, 8, 483, 148, 48, 37, 178, 47, 1, 123, 116, 5, 44, 72]",0
"[215, 11, 426, 87, 86, 215, 1493, 118, 86, 33, 1, 519, 41, 16, 11]",0
"[70, 208, 105, 67, 22, 15, 19, 126, 189, 293, 885, 74, 2, 174, 5, 1302, 171, 412, 218, 144, 13]",0
"[14, 17, 2, 8, 105, 24, 8, 212, 1, 11, 21, 4, 8, 14, 17, 76, 3, 4, 25, 67, 38, 1259, 82, 511]",1
"[2, 1, 278, 897, 82, 23, 4, 54, 101, 65, 314, 184, 11, 195, 18, 252, 1, 3, 27, 41, 4, 54, 510, 2, 1, 897]",0
"[184, 11, 8, 455, 299, 31, 222, 5, 241, 5, 2, 8, 37, 1, 16, 530, 175, 76, 262, 58, 62, 26, 6, 97, 5, 288, 21]",0
"[7, 11, 88, 43, 4, 310, 324, 34, 418, 12, 547, 65, 341, 11, 5, 418, 78, 606, 1, 59, 161, 43, 374, 542, 5, 1604, 1, 10, 372, 56, 86, 262, 175, 4, 1, 3, 934]",0
"[7, 46, 91, 24, 9, 173, 7, 36, 58, 60, 63, 10, 15, 67, 17, 6, 148, 1, 3, 270, 339]",0
"[32, 212, 21, 121, 35, 19, 239, 575, 35, 9, 35, 94, 14, 2, 8, 19, 32, 2, 8, 716, 71, 44, 21]",1
"[1, 255, 53, 2, 667, 99, 163, 30, 109, 7, 14, 34, 191, 4, 35, 163, 28]",0
"[14, 33, 155, 19, 170, 1487, 122, 44, 19, 5, 630, 10, 200, 78, 681, 537, 420, 5, 66, 173, 7, 78, 58, 11, 16, 63, 71, 114]",1
"[7, 23, 31, 18, 91, 52, 9, 112, 1, 3, 30, 52, 7, 134, 6, 374, 9, 1, 10, 331, 250, 6, 244, 34, 13, 2, 122, 67, 122, 250]",0
"[108, 87, 30, 8, 6, 82, 99, 47, 477, 139, 186, 28, 15, 339, 87]",0
"[2, 33, 78, 6, 5, 53, 89, 362, 1156, 145, 39, 5, 53, 149, 21, 915, 140, 622, 39, 5, 53, 149]",0
"[1, 46, 125, 22, 15, 19, 221, 1803, 91, 15, 84, 53, 269, 171, 15, 221, 19, 22, 451, 51, 981, 1315, 89, 214, 225, 165, 1370, 185, 60, 225, 5, 15, 71, 44, 981, 20]",0
"[116, 72, 41, 184, 11, 84, 5, 907, 151, 341, 580, 122, 65, 136, 122, 225, 145, 1, 3, 316, 11, 305, 870, 970]",0
"[6, 321, 11, 9, 1, 3, 337, 55, 188, 12, 16, 250, 89, 139, 128, 89, 321, 11, 1, 3, 64, 55, 464, 227, 217, 1, 3, 297]",0
"[1, 83, 82, 23, 4, 54, 37, 1, 3, 811, 17, 712, 30, 165, 4, 1406, 2005, 470, 533, 9, 37, 35, 68, 12, 213, 9, 1102, 43, 2, 8, 14, 9, 269, 32, 5, 44, 21, 27, 81, 36]",1
"[2, 13, 47, 14, 3, 64, 50, 425, 5, 283, 344, 19, 47, 4, 25, 28, 47, 3, 43, 4, 254, 553, 50, 1618, 36, 24]",1
"[14, 73, 178, 109, 8, 70, 111, 748, 105, 118]",1
"[365, 8, 6, 246, 17, 34, 2, 13, 5, 952, 137, 1, 619, 4, 54, 3, 5, 4, 142, 8, 9, 63, 37, 1, 3, 1, 914, 29, 6, 5, 115, 56, 20, 38, 244, 34, 2, 13, 165, 197, 20, 400, 32, 224, 177, 220, 72]",0
"[1, 211, 17, 38, 1, 3, 4, 21, 645, 111, 109, 157, 55, 98, 769, 109, 14, 9, 105, 148, 28, 9, 5, 2, 68, 160, 160, 20, 35, 190]",0
"[106, 2, 24, 338, 122, 260, 19, 84, 22, 15, 27, 2006]",1
"[444, 72, 1619, 21, 2, 433, 11, 16, 6, 102, 9, 41, 59, 16, 70, 17, 1, 119, 59, 198, 207]",0
"[7, 6, 16, 67, 391, 9, 43, 4, 50, 92, 1, 3, 186, 272, 61, 16, 30, 6, 7, 31, 639, 74]",0
"[2, 1, 83, 171, 95, 53, 19, 16, 69, 148, 20, 6, 208, 1, 83, 28, 213, 169, 30, 109, 95, 14, 187, 150, 187]",0
"[87, 17, 487, 93, 12, 23, 4, 39, 11, 19, 74, 17, 144, 53, 23, 4, 181, 37, 11, 69, 609, 4, 8]",0
"[2, 55, 13, 23, 4, 50, 39, 16, 88, 299, 23, 16, 114, 80, 101, 204, 16, 30, 109, 14, 1, 6, 168]",0
"[6, 16, 96, 9, 697, 831, 1, 115, 147, 73, 651, 5, 74, 6, 5, 207, 67, 140, 37, 1, 5, 115, 147, 8]",0
"[74, 86, 6, 176, 223, 234, 1, 3, 34, 5, 283, 494, 82, 5, 314, 494, 128, 13, 23, 4, 1620, 681, 537, 1157, 20, 1, 3, 28, 55, 12, 23, 5, 4, 1621, 1884, 906]",0
"[2, 1512, 183, 202, 119, 336, 1, 22, 141, 6, 566, 117, 22, 15, 8, 22, 23, 4, 198, 11, 62, 183, 5, 369]",0
"[116, 1158, 41, 199, 11, 276, 165, 4, 66, 253, 50, 60, 1, 3, 265, 55, 188, 38, 455]",0
"[4, 75, 203, 70, 919, 28, 185, 119, 1049, 110, 225]",0
"[174, 22, 15, 1, 77]",0
"[1, 784, 5, 36, 513, 2, 13, 1, 776, 1339, 421, 322, 457, 720, 766, 461, 50, 1504, 2, 13, 451, 472, 176, 463, 16, 92, 2, 13, 1, 1622, 512]",0
"[6, 11, 9, 351, 61, 16, 6, 374, 279, 80, 1, 841, 645, 13, 277, 157, 1, 711, 242, 7, 826, 19, 171]",0
"[81, 36, 154, 446, 2, 35, 13, 7, 1067, 33, 246, 19, 200, 21, 51, 116, 5, 44, 21, 35, 8, 46, 1, 3, 254, 81, 36, 802]",1
"[408, 33, 174, 23, 90, 445, 20, 105, 28, 30, 109, 33, 14, 32, 5, 44, 81, 36]",0
"[7, 33, 74, 29, 39, 11, 276, 4, 24, 31, 117, 20, 114, 55, 21, 23, 11, 41, 4, 24, 16, 57, 96, 7, 197, 20]",0
"[71, 994, 19, 106, 3, 64, 42, 788, 4, 50, 94, 188, 26, 16, 88, 565, 176, 65, 88, 829, 155, 81, 36]",1
"[6, 16, 6, 102, 47, 52, 9, 49, 61, 3, 34, 358, 43, 4, 324, 37, 164, 1365, 1088, 124]",0
"[23, 4, 41, 128, 128, 12, 61, 1, 3, 152, 23, 4, 552, 282, 282, 61, 47, 1, 3, 2, 142, 115, 29, 38, 87, 196, 48, 37, 38, 124]",0
"[95, 36, 58, 2, 369, 252, 110, 180, 217, 95, 320, 211, 103, 202, 617, 10, 15, 98, 13, 4, 1249, 315, 397, 55, 468, 1, 10, 12, 359, 38, 8, 158, 2, 13, 110, 564]",0
"[40, 122, 67, 15, 122, 22, 27, 9, 302, 148, 2, 8, 92, 14, 28, 379, 8, 739, 23, 93, 568, 636, 77, 2, 13, 1407, 112, 132]",1
"[29, 96, 23, 64, 42, 194, 54, 1, 3, 39, 11, 748, 96, 245, 8, 1, 103, 196, 116, 5, 44, 7, 33, 74, 23, 64, 396, 75, 20, 39, 11]",0
"[7, 319, 60, 10, 410, 89, 902, 12, 240, 430, 100, 4, 5, 24, 9, 142, 7, 319, 251, 233, 1, 83, 141, 850, 136, 369, 239, 19, 144, 1477, 185]",0
"[489, 29, 131, 131, 175, 66, 119, 742, 8, 365, 61, 3, 12, 228, 791, 817, 13, 20, 7, 6, 365, 11, 305, 205, 61, 39, 135, 3, 60, 6, 11, 425, 228, 88, 250, 77, 365, 11, 34, 2008, 153, 211, 382, 181, 61, 55, 6, 312, 66, 19, 175, 113, 63, 74, 76]",0
"[2, 174, 2, 789, 262, 109, 14, 280, 121, 247, 50, 228, 8, 14, 37, 70, 312, 312, 157, 175, 66, 8, 2, 1, 83]",0
"[304, 190, 156, 6, 31, 16, 9, 1, 3, 5, 34, 4, 50, 26, 23, 11, 44, 353, 62, 72, 500]",0
"[2, 87, 22, 15, 5, 104, 45]",0
"[2, 8, 14, 17, 3, 4, 54, 79, 50, 890, 157, 75, 346, 890, 9, 32, 104, 329, 54, 79, 75, 346, 881, 153, 7, 3, 477, 1623, 881]",1
"[133, 12, 83, 3, 4, 420, 20, 26, 10, 168, 5, 2, 13, 212, 166, 372, 160, 17, 81, 36, 24]",1
"[15, 125, 22, 1, 3, 5, 270, 99, 118, 316, 20, 468, 2, 38, 15, 228, 24]",0
"[1, 3, 64, 66, 12, 54, 234, 804, 174, 2, 35]",0
"[2, 13, 33, 14, 322, 77, 69, 1977, 14, 183, 1, 255, 53, 16, 215, 11, 8, 67, 150, 103, 21, 1408, 56, 171, 156]",0
"[74, 48, 63, 6, 1, 3, 4, 25, 12, 193, 30, 35, 43, 3, 4, 12, 193, 60, 936, 450]",0
"[124, 150, 13, 118, 150, 54, 4, 50, 38, 2011, 30, 109, 14, 4, 202, 19, 2012, 97, 431, 113, 316, 185, 5, 481, 92, 20, 118, 234, 24, 187, 1, 3, 2013, 408, 8, 584, 258]",0
"[2, 55, 159, 95, 69, 31, 18, 268, 37, 65, 713, 674, 356, 19, 1, 3, 354, 712, 33, 74]",0
"[22, 15, 122, 1, 83]",0
"[133, 158, 4, 10, 24, 13, 3, 4, 25, 12, 147, 8, 193, 38, 3, 243, 554, 89, 220]",1
"[150, 2, 14, 73, 78, 279, 120, 42, 32, 104, 19, 22, 120, 938]",1
"[6, 16, 223, 69, 1228, 9, 43, 4, 312, 189, 229, 271, 20, 12, 289, 116, 44, 74]",0
"[35, 74, 16, 9, 299, 4, 50, 259, 259, 163, 28, 74, 388, 170, 3, 5, 44, 21, 153, 12, 4, 214, 230]",0
"[74, 7, 6, 31, 18, 96, 19, 11, 219, 305, 241, 9, 5, 2, 35, 13, 219, 31, 18, 7, 1, 10, 19, 1, 3, 4, 486, 389, 30, 6, 213, 227]",0
"[802, 602, 24, 13, 14, 9, 10, 326, 345, 773, 900, 4, 94, 198, 10, 11, 265, 900, 165, 164, 24, 12, 5, 165, 32, 44, 71, 27]",1
"[2, 6, 14, 76, 123, 78, 75, 203, 20, 3, 65, 348, 8, 5, 104, 75, 203, 153, 122, 106]",1
"[33, 74, 7, 176, 18, 96, 19, 6, 102, 5, 418, 9, 18, 1, 59]",0
"[2, 12, 134, 14, 1, 141, 26, 3, 28, 260, 19, 120, 42, 8, 122, 22]",1
"[6, 14, 48, 9, 26, 21, 4, 340, 70, 257, 169, 30, 6, 14, 1482, 56, 15, 22, 17]",1
"[2, 369, 19, 144, 117, 20, 1, 668, 345, 2, 12, 464, 117, 157, 99, 407, 12, 1, 1031, 317, 155, 77, 93, 124]",0
"[2, 79, 1, 83, 77, 6, 22, 6, 16, 37, 70, 208, 212, 150, 98]",0
"[2, 308, 978, 19, 44, 1, 103, 765, 12, 68, 430, 20, 12, 10, 2, 530, 630, 24, 44]",1
"[15, 28, 26, 23, 110, 2, 43, 15, 84, 43, 2, 41, 25, 13, 51, 36, 58, 200, 27]",0
"[7, 6, 31, 222, 16, 8, 82, 101, 222, 8, 1, 199, 9, 52, 7, 6, 371, 116, 44, 21, 2, 8, 33, 180, 33, 1, 555, 71, 44, 7, 1, 255, 53, 2, 26, 148]",0
"[3, 4, 709, 5, 289, 153, 1, 212, 212, 5, 289, 9, 3, 64, 247, 817, 12, 38, 1089, 170, 555, 19, 3, 400, 636, 93, 194, 19, 337]",1
"[727, 4, 247, 467, 167, 8, 124, 872, 248, 311, 44, 21, 489, 2, 493, 84, 317, 74, 16, 26, 1, 23, 5, 193, 135, 16]",0
"[2, 174, 206, 3, 4, 50, 7, 23, 4, 127, 181, 1, 3, 4, 124]",0
"[7, 150, 46, 56, 2, 35, 13, 9, 371, 252, 8, 33, 22, 157, 71, 632, 34, 61, 56, 194, 170, 3, 78, 71, 326, 566, 252, 8, 27]",1
"[38, 1, 106, 23, 4, 310, 324, 119, 59, 18, 207, 215, 21, 30, 6, 10, 11, 69, 59, 797, 41, 55, 21, 310, 6, 151, 74]",0
"[124, 16, 12, 140, 1, 3, 28, 5, 30, 52, 156, 22, 43, 7, 74, 55, 21, 7, 345, 1242, 18, 12, 5, 2016, 24, 37, 1, 83, 6, 103, 277, 13]",0
"[107, 80, 4, 79, 46, 111, 280, 82, 22, 8, 111, 17, 30, 6, 34, 35, 57, 32, 44]",0
"[635, 947, 362, 2017, 7, 80, 31, 18, 96, 12, 128, 91, 295, 205, 128, 91, 295, 205, 92, 1, 3, 4, 75, 346, 150, 2, 8, 988, 7, 400, 5, 180]",0
"[33, 74, 6, 279, 80, 23, 16, 92, 20, 235, 28, 34, 870, 157, 52, 275, 27, 52, 281, 1, 134, 30, 52, 7, 6, 251]",0
"[74, 7, 320, 2, 13, 3, 5, 77, 5, 139, 188, 234, 1, 3, 22, 35, 12, 1, 3, 5, 152, 5, 300, 130, 30, 6, 16, 57]",0
"[220, 51, 36, 58, 76, 9, 142, 31, 18, 88, 794, 37, 1, 3, 4, 309, 333, 88, 85, 27, 372, 40, 180, 865]",0
"[60, 3, 4, 25, 5, 24, 26, 5, 42, 22, 816, 38, 51, 71, 46, 4, 5, 24, 160]",1
"[104, 87, 17, 93, 6, 10, 15, 183, 808, 144, 117, 20, 144, 148, 6, 39, 11, 21, 135, 6, 166, 262, 89, 4, 12, 83, 171, 17, 53]",0
"[2, 87, 1, 3, 4, 24, 155, 1, 3, 5, 53, 35, 8, 6, 51, 36, 58, 546, 44, 72, 2, 84, 23, 53, 24, 1, 3, 23, 4, 200, 147, 1, 3, 112, 38, 345, 19, 367]",0
"[245, 159, 2, 70, 45, 28, 105, 1, 83, 109, 7, 254, 9, 49, 20, 105, 167, 22, 15, 47]",0
"[7, 4, 25, 107, 182, 112, 10, 15, 139, 315, 1, 73, 200, 9, 80, 38, 1, 230, 4, 9, 165, 4]",0
"[2, 1, 83, 73, 23, 4, 301, 217, 39, 16, 299, 6, 23, 16, 11, 8, 45, 28, 335, 71, 805, 11, 275, 78]",0
"[13, 2, 55, 110, 896, 471, 121, 137, 23, 4, 50, 137, 729, 18, 206, 52, 281, 1, 134, 264, 52, 7, 71, 89, 12, 216]",0
"[589, 24, 96, 1, 3, 5, 77, 6, 7, 101, 34, 422, 361, 1, 10, 589, 18, 4, 75, 303, 74]",0
"[7, 6, 11, 80, 41, 57, 9, 1, 3, 64, 66, 50, 845, 332, 1082, 901, 32, 224, 227, 7, 7, 180, 1, 3, 64, 55]",0
"[1343, 602, 35, 65, 139, 15, 588, 12, 113, 216, 330, 2018, 884, 4, 15, 113, 216, 135, 584, 1626, 588, 27, 492, 48, 2018, 729, 15, 1500, 315, 103, 729, 15, 182, 1552, 76, 290, 214, 604, 42]",0
"[13, 2, 85, 27, 7, 23, 176, 57, 11, 151, 241, 28, 296, 43, 426, 82, 7, 101, 206, 721, 40, 345, 28, 30, 206, 721, 7, 6, 150, 7, 605, 65, 231, 341, 85, 13, 132, 352]",0
"[7, 36, 58, 200, 20, 252, 514, 191, 514, 9, 92, 20, 2, 78]",0
"[7, 6, 11, 18, 272, 1233, 3, 4, 267, 19, 399, 1209, 74, 427, 30, 7, 6, 16, 551, 140]",0
"[166, 589, 24, 96, 128, 89, 31, 18, 361, 2, 8, 14, 25, 266, 22, 422, 15, 9, 25, 894, 8, 259]",1
"[15, 22, 86, 110, 1055, 20, 12, 61, 46, 38, 244, 34, 2, 8, 22, 15]",0
"[1, 3, 16, 18, 34, 52, 27, 250, 149, 80, 7, 161, 92, 1, 3, 122, 136, 122, 1127, 13, 2]",0
"[172, 2, 326, 294, 48, 71, 22, 21, 25, 8, 27, 280, 980, 81, 36, 576]",1
"[173, 27, 58, 8, 51, 78, 201, 107, 4, 833, 10, 15, 35, 112, 363, 238, 26, 6, 15, 874]",0
"[353, 11, 8, 67, 17, 7, 171, 34, 2, 13, 1, 3, 59, 18, 8, 314, 239, 1249, 182, 543, 200, 128, 595, 52, 102]",0
"[30, 109, 14, 6, 16, 92, 20, 82, 90, 2, 24, 848, 363, 45, 109, 1, 10, 28, 74]",0
"[357, 1, 64, 229, 271, 32, 44, 28, 1, 3, 4, 265, 1036, 116, 129, 132]",0
"[36, 58, 200, 20, 62, 137, 64, 556, 177, 55, 65, 348, 2, 13, 201, 15, 28, 6, 94, 178, 208, 208]",0
